data;ora solare;valore;tipo;
25/02/2015;02:40;0.69;max;
25/02/2015;11:00;0.29;min;
25/02/2015;12:40;0.31;max;
25/02/2015;17:25;0.21;min;
26/02/2015;04:10;0.72;max;
26/02/2015;13:40;0.05;min;
27/02/2015;05:00;0.54;max;
27/02/2015;13:35;-0.07;min;
27/02/2015;21:30;0.48;max;
28/02/2015;01:50;0.28;min;
28/02/2015;06:30;0.48;max;
28/02/2015;14:15;-0.15;min;
28/02/2015;21:05;0.55;max;
01/03/2015;02:20;0.22;min;
01/03/2015;08:00;0.51;max;
01/03/2015;15:00;-0.08;min;
01/03/2015;21:50;0.65;max;
02/03/2015;03:25;0.17;min;
02/03/2015;09:00;0.61;max;
02/03/2015;15:35;0.03;min;
02/03/2015;21:55;0.75;max;
03/03/2015;04:05;0.03;min;
03/03/2015;09:25;0.50;max;
03/03/2015;15:55;-0.16;min;
03/03/2015;22:20;0.65;max;
04/03/2015;04:10;-0.07;min;
04/03/2015;10:10;0.61;max;
04/03/2015;16:05;-0.09;min;
04/03/2015;23:30;0.65;max;
05/03/2015;05:00;0.02;min;
05/03/2015;10:55;0.74;max;
05/03/2015;17:15;-0.06;min;
06/03/2015;00:05;0.74;max;
06/03/2015;05:15;-0.04;min;
06/03/2015;10:55;0.54;max;
06/03/2015;17:25;-0.38;min;
06/03/2015;23:55;0.67;max;
07/03/2015;06:05;-0.20;min;
07/03/2015;11:00;0.33;max;
07/03/2015;16:55;-0.38;min;
08/03/2015;00:05;0.64;max;
08/03/2015;06:30;-0.15;min;
08/03/2015;11:50;0.40;max;
08/03/2015;17:05;-0.10;min;
09/03/2015;00:15;0.70;max;
09/03/2015;06:40;-0.12;min;
09/03/2015;12:30;0.44;max;
09/03/2015;18:10;-0.08;min;
10/03/2015;00:35;0.51;max;
10/03/2015;07:00;-0.18;min;
10/03/2015;13:05;0.47;max;
10/03/2015;19:00;-0.05;min;
11/03/2015;01:05;0.50;max;
11/03/2015;07:10;-0.11;min;
11/03/2015;13:05;0.40;max;
11/03/2015;19:15;0.01;min;
12/03/2015;01:15;0.52;max;
12/03/2015;08:35;-0.15;min;
12/03/2015;14:00;0.18;max;
12/03/2015;19:00;0.04;min;
13/03/2015;02:00;0.43;max;
13/03/2015;09:30;-0.04;min;
14/03/2015;03:45;0.37;max;
14/03/2015;12:25;-0.04;min;
14/03/2015;20:05;0.38;max;
15/03/2015;01:00;0.22;min;
15/03/2015;05:40;0.38;max;
15/03/2015;13:00;-0.15;min;
15/03/2015;20:25;0.43;max;
16/03/2015;02:40;0.13;min;
16/03/2015;07:15;0.40;max;
16/03/2015;14:10;-0.15;min;
16/03/2015;21:00;0.53;max;
17/03/2015;02:45;-0.14;min;
17/03/2015;08:45;0.52;max;
17/03/2015;15:15;-0.27;min;
17/03/2015;21:20;0.48;max;
18/03/2015;03:20;-0.20;min;
18/03/2015;09:20;0.53;max;
18/03/2015;15:55;-0.38;min;
18/03/2015;22:15;0.48;max;
19/03/2015;04:00;-0.20;min;
19/03/2015;09:50;0.54;max;
19/03/2015;16:25;-0.44;min;
19/03/2015;23:00;0.57;max;
20/03/2015;05:00;-0.27;min;
20/03/2015;10:35;0.51;max;
20/03/2015;16:40;-0.45;min;
20/03/2015;23:10;0.60;max;
21/03/2015;05:30;-0.31;min;
21/03/2015;11:30;0.48;max;
21/03/2015;17:00;-0.24;min;
21/03/2015;23:45;0.73;max;
22/03/2015;06:10;-0.22;min;
22/03/2015;12:00;0.53;max;
22/03/2015;17:45;-0.12;min;
23/03/2015;00:05;0.73;max;
23/03/2015;07:05;-0.25;min;
23/03/2015;12:55;0.42;max;
23/03/2015;18:00;-0.08;min;
24/03/2015;00:30;0.62;max;
24/03/2015;07:40;-0.24;min;
24/03/2015;13:35;0.44;max;
24/03/2015;18:40;0.05;min;
25/03/2015;00:50;0.61;max;
25/03/2015;07:10;-0.12;min;
25/03/2015;18:55;0.92;max;
26/03/2015;07:50;0.12;min;
26/03/2015;16:30;0.73;max;
27/03/2015;00:45;0.25;min;
27/03/2015;05:20;0.29;max;
27/03/2015;10:15;0.08;min;
27/03/2015;16:20;0.59;max;
28/03/2015;00:40;0.19;min;
28/03/2015;06:20;0.40;max;
28/03/2015;12:30;0.15;min;
28/03/2015;20:40;0.33;max;
29/03/2015;00:30;0.26;min;
29/03/2015;07:15;0.56;max;
29/03/2015;14:20;0.00;min;
29/03/2015;21:05;0.59;max;
30/03/2015;01:30;0.36;min;
30/03/2015;07:20;0.74;max;
30/03/2015;14:05;0.12;min;
30/03/2015;21:35;0.84;max;
31/03/2015;03:45;0.30;min;
31/03/2015;08:30;0.59;max;
31/03/2015;14:10;0.10;min;
31/03/2015;21:20;1.03;max;
01/04/2015;04:50;0.24;min;
01/04/2015;09:10;0.52;max;
01/04/2015;14:20;-0.04;min;
01/04/2015;22:20;0.89;max;
02/04/2015;04:35;0.05;min;
02/04/2015;10:20;0.64;max;
02/04/2015;15:20;0.13;min;
02/04/2015;22:00;1.02;max;
03/04/2015;05:05;0.01;min;
03/04/2015;10:25;0.61;max;
03/04/2015;16:00;0.03;min;
03/04/2015;22:10;0.75;max;
04/04/2015;05:00;-0.13;min;
04/04/2015;11:15;0.75;max;
04/04/2015;16:50;0.18;min;
04/04/2015;22:45;0.89;max;
05/04/2015;05:10;0.14;min;
05/04/2015;11:15;0.79;max;
05/04/2015;17:35;0.13;min;
05/04/2015;23:50;0.81;max;
06/04/2015;06:10;-0.06;min;
06/04/2015;11:45;0.54;max;
06/04/2015;17:20;-0.07;min;
06/04/2015;23:40;0.70;max;
07/04/2015;06:40;-0.30;min;
07/04/2015;12:25;0.34;max;
07/04/2015;17:30;-0.06;min;
07/04/2015;23:55;0.63;max;
08/04/2015;07:00;-0.31;min;
08/04/2015;13:00;0.30;max;
08/04/2015;17:40;0.00;min;
09/04/2015;00:15;0.50;max;
09/04/2015;07:20;-0.29;min;
09/04/2015;14:25;0.24;max;
09/04/2015;19:00;0.07;min;
10/04/2015;00:35;0.44;max;
10/04/2015;07:45;-0.19;min;
10/04/2015;15:25;0.33;max;
10/04/2015;19:45;0.18;min;
11/04/2015;01:45;0.44;max;
11/04/2015;08:50;-0.15;min;
11/04/2015;17:20;0.34;max;
11/04/2015;21:35;0.23;min;
12/04/2015;01:20;0.31;max;
12/04/2015;10:55;-0.21;min;
12/04/2015;19:45;0.33;max;
13/04/2015;01:10;0.06;min;
13/04/2015;05:30;0.16;max;
13/04/2015;12:40;-0.25;min;
13/04/2015;19:55;0.45;max;
14/04/2015;02:10;-0.05;min;
14/04/2015;07:00;0.25;max;
14/04/2015;13:25;-0.31;min;
14/04/2015;20:15;0.47;max;
15/04/2015;02:30;-0.21;min;
15/04/2015;08:00;0.28;max;
15/04/2015;13:50;-0.30;min;
15/04/2015;21:05;0.53;max;
16/04/2015;03:20;-0.21;min;
16/04/2015;08:40;0.44;max;
16/04/2015;14:45;-0.23;min;
16/04/2015;21:40;0.69;max;
17/04/2015;04:25;-0.20;min;
17/04/2015;09:50;0.47;max;
17/04/2015;15:30;-0.14;min;
17/04/2015;22:05;0.80;max;
18/04/2015;04:50;-0.27;min;
18/04/2015;10:40;0.49;max;
18/04/2015;15:50;-0.04;min;
18/04/2015;22:15;0.71;max;
19/04/2015;05:10;-0.44;min;
19/04/2015;11:25;0.38;max;
19/04/2015;16:50;-0.10;min;
19/04/2015;22:55;0.57;max;
20/04/2015;05:50;-0.52;min;
20/04/2015;12:30;0.46;max;
20/04/2015;17:35;-0.11;min;
20/04/2015;23:30;0.49;max;
21/04/2015;06:10;-0.42;min;
21/04/2015;12:40;0.42;max;
21/04/2015;18:00;-0.13;min;
22/04/2015;00:00;0.49;max;
22/04/2015;06:45;-0.29;min;
22/04/2015;13:20;0.34;max;
22/04/2015;18:20;-0.05;min;
23/04/2015;00:35;0.55;max;
23/04/2015;07:50;-0.16;min;
23/04/2015;14:05;0.34;max;
23/04/2015;18:10;0.21;min;
24/04/2015;00:40;0.59;max;
24/04/2015;08:10;-0.10;min;
24/04/2015;17:00;0.40;max;
24/04/2015;20:40;0.33;min;
24/04/2015;23:50;0.42;max;
25/04/2015;08:20;-0.10;min;
25/04/2015;17:25;0.50;max;
26/04/2015;10:40;-0.04;min;
26/04/2015;17:55;0.53;max;
27/04/2015;01:40;0.11;min;
27/04/2015;07:30;0.31;max;
27/04/2015;12:05;0.16;min;
27/04/2015;18:50;0.67;max;
28/04/2015;01:45;0.24;min;
28/04/2015;07:45;0.52;max;
28/04/2015;13:10;0.19;min;
28/04/2015;19:45;0.67;max;
29/04/2015;03:05;0.09;min;
29/04/2015;08:45;0.47;max;
29/04/2015;14:00;0.03;min;
29/04/2015;20:20;0.64;max;
30/04/2015;03:05;-0.03;min;
30/04/2015;09:30;0.53;max;
30/04/2015;14:45;0.08;min;
30/04/2015;20:55;0.73;max;
01/05/2015;03:30;-0.07;min;
01/05/2015;10:00;0.62;max;
01/05/2015;15:10;0.10;min;
01/05/2015;21:30;0.85;max;
02/05/2015;04:10;-0.02;min;
02/05/2015;09:40;0.64;max;
02/05/2015;15:50;0.09;min;
02/05/2015;21:35;0.82;max;
03/05/2015;04:30;-0.06;min;
03/05/2015;10:50;0.67;max;
03/05/2015;15:55;0.12;min;
03/05/2015;21:55;0.76;max;
04/05/2015;05:10;-0.18;min;
04/05/2015;11:25;0.63;max;
04/05/2015;16:50;0.11;min;
04/05/2015;22:35;0.74;max;
05/05/2015;05:20;-0.22;min;
05/05/2015;12:00;0.62;max;
05/05/2015;16:50;0.12;min;
05/05/2015;23:05;0.77;max;
06/05/2015;05:55;-0.15;min;
06/05/2015;12:15;0.62;max;
06/05/2015;17:25;0.20;min;
06/05/2015;23:10;0.80;max;
07/05/2015;06:40;-0.18;min;
07/05/2015;12:40;0.54;max;
07/05/2015;17:50;0.22;min;
07/05/2015;23:35;0.69;max;
08/05/2015;06:55;-0.13;min;
08/05/2015;14:20;0.54;max;
08/05/2015;18:55;0.33;min;
09/05/2015;00:35;0.63;max;
09/05/2015;08:20;-0.08;min;
09/05/2015;15:30;0.55;max;
09/05/2015;20:05;0.25;min;
10/05/2015;01:30;0.54;max;
10/05/2015;08:40;-0.07;min;
10/05/2015;17:20;0.51;max;
10/05/2015;22:40;0.30;min;
11/05/2015;02:25;0.41;max;
11/05/2015;09:45;-0.03;min;
11/05/2015;17:50;0.53;max;
12/05/2015;00:00;0.16;min;
12/05/2015;05:25;0.40;max;
12/05/2015;11:50;-0.07;min;
12/05/2015;18:55;0.61;max;
13/05/2015;01:05;0.09;min;
13/05/2015;06:15;0.48;max;
13/05/2015;12:40;-0.06;min;
13/05/2015;20:05;0.70;max;
14/05/2015;02:10;0.11;min;
14/05/2015;07:15;0.52;max;
14/05/2015;13:20;0.04;min;
14/05/2015;20:45;0.88;max;
15/05/2015;03:30;0.06;min;
15/05/2015;09:10;0.70;max;
15/05/2015;14:05;0.23;min;
15/05/2015;20:35;0.96;max;
16/05/2015;04:05;-0.11;min;
16/05/2015;09:50;0.60;max;
16/05/2015;14:50;0.12;min;
16/05/2015;21:30;0.83;max;
17/05/2015;04:35;-0.30;min;
17/05/2015;10:35;0.56;max;
17/05/2015;15:50;0.07;min;
17/05/2015;21:55;0.74;max;
18/05/2015;05:05;-0.32;min;
18/05/2015;11:30;0.60;max;
18/05/2015;16:35;0.07;min;
18/05/2015;22:40;0.78;max;
19/05/2015;05:30;-0.22;min;
19/05/2015;12:00;0.66;max;
19/05/2015;17:10;0.17;min;
19/05/2015;23:20;0.86;max;
20/05/2015;06:10;-0.12;min;
20/05/2015;12:25;0.64;max;
20/05/2015;17:45;0.22;min;
20/05/2015;23:25;0.85;max;
21/05/2015;06:50;-0.17;min;
21/05/2015;13:40;0.68;max;
21/05/2015;18:05;0.36;min;
21/05/2015;23:20;0.87;max;
22/05/2015;06:55;-0.13;min;
22/05/2015;14:40;0.57;max;
22/05/2015;18:30;0.46;min;
22/05/2015;23:15;0.62;max;
23/05/2015;07:55;-0.09;min;
23/05/2015;15:30;0.66;max;
23/05/2015;21:45;0.36;min;
24/05/2015;00:40;0.43;max;
24/05/2015;08:10;-0.05;min;
24/05/2015;15:35;0.66;max;
24/05/2015;22:00;0.23;min;
25/05/2015;01:40;0.32;max;
25/05/2015;06:35;0.07;min;
25/05/2015;16:30;0.62;max;
26/05/2015;02:30;0.21;min;
26/05/2015;06:20;0.31;max;
26/05/2015;11:10;0.19;min;
26/05/2015;18:35;0.54;max;
27/05/2015;01:05;0.07;min;
27/05/2015;06:45;0.31;max;
27/05/2015;11:45;0.10;min;
27/05/2015;18:40;0.61;max;
28/05/2015;01:15;0.04;min;
28/05/2015;08:25;0.37;max;
28/05/2015;13:10;0.11;min;
28/05/2015;19:20;0.56;max;
29/05/2015;02:20;-0.12;min;
29/05/2015;08:35;0.47;max;
29/05/2015;14:00;0.05;min;
29/05/2015;20:05;0.59;max;
30/05/2015;02:45;-0.08;min;
30/05/2015;09:05;0.53;max;
30/05/2015;14:35;0.05;min;
30/05/2015;20:50;0.76;max;
31/05/2015;03:40;-0.09;min;
31/05/2015;09:45;0.47;max;
31/05/2015;14:45;0.05;min;
31/05/2015;21:15;0.75;max;
01/06/2015;04:25;-0.22;min;
01/06/2015;10:40;0.46;max;
01/06/2015;15:30;0.11;min;
01/06/2015;21:40;0.76;max;
02/06/2015;04:50;-0.31;min;
02/06/2015;11:25;0.49;max;
02/06/2015;16:20;0.11;min;
02/06/2015;22:10;0.72;max;
03/06/2015;05:10;-0.39;min;
03/06/2015;11:55;0.50;max;
03/06/2015;16:55;0.07;min;
03/06/2015;22:40;0.67;max;
04/06/2015;05:35;-0.39;min;
04/06/2015;12:30;0.45;max;
04/06/2015;17:40;0.05;min;
04/06/2015;23:10;0.59;max;
05/06/2015;06:15;-0.39;min;
05/06/2015;12:55;0.45;max;
05/06/2015;18:15;0.10;min;
05/06/2015;23:55;0.56;max;
06/06/2015;06:45;-0.34;min;
06/06/2015;14:10;0.49;max;
06/06/2015;19:20;0.12;min;
07/06/2015;00:25;0.50;max;
07/06/2015;07:05;-0.32;min;
07/06/2015;14:35;0.50;max;
07/06/2015;20:00;0.14;min;
08/06/2015;01:05;0.41;max;
08/06/2015;08:05;-0.22;min;
08/06/2015;16:05;0.54;max;
08/06/2015;21:35;0.18;min;
09/06/2015;02:00;0.34;max;
09/06/2015;08:40;-0.11;min;
09/06/2015;16:45;0.58;max;
10/06/2015;00:35;0.10;min;
10/06/2015;05:05;0.16;max;
10/06/2015;10:20;-0.03;min;
10/06/2015;18:05;0.59;max;
11/06/2015;01:20;-0.07;min;
11/06/2015;06:55;0.26;max;
11/06/2015;11:45;-0.01;min;
11/06/2015;18:45;0.64;max;
12/06/2015;02:10;-0.11;min;
12/06/2015;08:10;0.38;max;
12/06/2015;13:00;0.06;min;
12/06/2015;19:55;0.77;max;
13/06/2015;03:05;-0.17;min;
13/06/2015;09:30;0.46;max;
13/06/2015;13:30;0.12;min;
13/06/2015;20:25;0.83;max;
14/06/2015;03:55;-0.21;min;
14/06/2015;09:30;0.60;max;
14/06/2015;13:45;0.29;min;
14/06/2015;20:15;0.95;max;
15/06/2015;04:30;-0.27;min;
15/06/2015;11:05;0.60;max;
15/06/2015;15:35;0.37;min;
15/06/2015;21:00;0.82;max;
16/06/2015;05:00;-0.35;min;
16/06/2015;11:40;0.66;max;
16/06/2015;16:35;0.21;min;
16/06/2015;21:30;0.71;max;
17/06/2015;05:10;-0.30;min;
17/06/2015;11:45;0.75;max;
17/06/2015;17:30;0.22;min;
17/06/2015;22:50;0.78;max;
18/06/2015;05:45;-0.23;min;
18/06/2015;12:35;0.62;max;
18/06/2015;17:20;0.16;min;
18/06/2015;22:55;0.66;max;
19/06/2015;06:05;-0.13;min;
19/06/2015;13:10;0.70;max;
19/06/2015;18:50;0.22;min;
20/06/2015;00:00;0.69;max;
20/06/2015;07:00;-0.04;min;
20/06/2015;13:05;0.68;max;
20/06/2015;18:25;0.24;min;
21/06/2015;00:05;0.70;max;
21/06/2015;07:40;-0.10;min;
21/06/2015;14:15;0.65;max;
21/06/2015;20:15;0.27;min;
22/06/2015;00:15;0.51;max;
22/06/2015;07:15;-0.01;min;
22/06/2015;15:00;0.67;max;
22/06/2015;20:55;0.36;min;
23/06/2015;01:10;0.48;max;
23/06/2015;08:30;0.23;min;
23/06/2015;17:15;0.75;max;
23/06/2015;20:20;0.51;min;
23/06/2015;22:35;0.57;max;
24/06/2015;00:50;0.36;min;
24/06/2015;03:15;0.50;max;
24/06/2015;09:20;0.08;min;
24/06/2015;17:15;0.73;max;
25/06/2015;00:40;0.17;min;
25/06/2015;03:55;0.26;max;
25/06/2015;09:50;0.05;min;
25/06/2015;17:10;0.64;max;
26/06/2015;02:00;0.03;min;
26/06/2015;07:45;0.21;max;
26/06/2015;11:00;0.15;min;
26/06/2015;17:55;0.57;max;
27/06/2015;02:20;-0.11;min;
27/06/2015;09:05;0.38;max;
27/06/2015;13:30;0.18;min;
27/06/2015;19:10;0.64;max;
28/06/2015;02:40;-0.14;min;
28/06/2015;09:15;0.45;max;
28/06/2015;13:50;0.13;min;
28/06/2015;19:50;0.68;max;
29/06/2015;03:20;-0.18;min;
29/06/2015;09:50;0.50;max;
29/06/2015;14:35;0.15;min;
29/06/2015;20:45;0.70;max;
30/06/2015;03:50;-0.24;min;
30/06/2015;10:35;0.54;max;
30/06/2015;15:35;0.14;min;
30/06/2015;21:20;0.74;max;
01/07/2015;04:30;-0.28;min;
01/07/2015;11:10;0.60;max;
01/07/2015;16:05;0.13;min;
01/07/2015;22:00;0.73;max;
02/07/2015;05:05;-0.33;min;
02/07/2015;11:55;0.60;max;
02/07/2015;17:00;0.13;min;
02/07/2015;22:40;0.73;max;
03/07/2015;05:25;-0.35;min;
03/07/2015;12:25;0.57;max;
03/07/2015;17:40;0.08;min;
03/07/2015;23:20;0.66;max;
04/07/2015;06:05;-0.35;min;
04/07/2015;13:30;0.60;max;
04/07/2015;18:30;0.11;min;
04/07/2015;23:55;0.61;max;
05/07/2015;06:25;-0.31;min;
05/07/2015;13:50;0.59;max;
05/07/2015;19:30;0.11;min;
06/07/2015;00:20;0.54;max;
06/07/2015;07:00;-0.23;min;
06/07/2015;14:25;0.60;max;
06/07/2015;20:20;0.10;min;
07/07/2015;01:15;0.44;max;
07/07/2015;07:40;-0.20;min;
07/07/2015;15:35;0.59;max;
07/07/2015;21:30;0.13;min;
08/07/2015;02:20;0.40;max;
08/07/2015;08:05;-0.03;min;
08/07/2015;16:50;0.72;max;
08/07/2015;23:00;0.18;min;
09/07/2015;03:10;0.41;max;
09/07/2015;09:40;0.15;min;
09/07/2015;17:25;0.74;max;
10/07/2015;01:20;0.04;min;
10/07/2015;06:35;0.34;max;
10/07/2015;10:40;0.20;min;
10/07/2015;18:15;0.71;max;
11/07/2015;02:05;-0.13;min;
11/07/2015;08:25;0.39;max;
11/07/2015;12:20;0.26;min;
11/07/2015;18:50;0.69;max;
12/07/2015;02:35;-0.16;min;
12/07/2015;09:00;0.50;max;
12/07/2015;13:25;0.21;min;
12/07/2015;20:15;0.68;max;
13/07/2015;03:20;-0.12;min;
13/07/2015;09:55;0.59;max;
13/07/2015;15:05;0.19;min;
13/07/2015;21:10;0.75;max;
14/07/2015;04:10;-0.18;min;
14/07/2015;10:30;0.59;max;
14/07/2015;15:25;0.17;min;
14/07/2015;21:35;0.77;max;
15/07/2015;04:40;-0.23;min;
15/07/2015;11:00;0.59;max;
15/07/2015;15:40;0.15;min;
15/07/2015;22:10;0.79;max;
16/07/2015;05:05;-0.25;min;
16/07/2015;11:45;0.59;max;
16/07/2015;16:35;0.18;min;
16/07/2015;22:25;0.73;max;
17/07/2015;05:50;-0.28;min;
17/07/2015;12:00;0.63;max;
17/07/2015;17:20;0.18;min;
17/07/2015;23:10;0.71;max;
18/07/2015;05:50;-0.25;min;
18/07/2015;12:45;0.64;max;
18/07/2015;17:55;0.17;min;
18/07/2015;23:35;0.67;max;
19/07/2015;06:25;-0.19;min;
19/07/2015;13:10;0.66;max;
19/07/2015;18:30;0.20;min;
