data;ora solare;valore;tipo;
20/07/2015;00:00;0.66;max;
20/07/2015;06:45;-0.08;min;
20/07/2015;13:35;0.67;max;
20/07/2015;19:15;0.18;min;
21/07/2015;00:25;0.61;max;
21/07/2015;07:00;-0.05;min;
21/07/2015;14:00;0.62;max;
21/07/2015;19:35;0.22;min;
22/07/2015;00:50;0.52;max;
22/07/2015;07:25;0.03;min;
22/07/2015;15:00;0.62;max;
22/07/2015;20:15;0.28;min;
23/07/2015;01:15;0.50;max;
23/07/2015;08:15;0.09;min;
23/07/2015;15:20;0.68;max;
23/07/2015;20:30;0.37;min;
23/07/2015;23:55;0.49;max;
24/07/2015;07:00;0.22;min;
24/07/2015;16:25;0.71;max;
25/07/2015;02:55;0.22;min;
25/07/2015;08:15;0.41;max;
25/07/2015;10:25;0.38;min;
25/07/2015;18:00;0.80;max;
26/07/2015;01:20;0.15;min;
26/07/2015;10:00;0.58;max;
26/07/2015;12:55;0.40;min;
26/07/2015;18:30;0.78;max;
27/07/2015;02:15;0.06;min;
27/07/2015;09:35;0.60;max;
27/07/2015;13:35;0.41;min;
27/07/2015;19:50;0.85;max;
28/07/2015;03:05;-0.02;min;
28/07/2015;09:30;0.67;max;
28/07/2015;14:30;0.33;min;
28/07/2015;20:35;0.89;max;
29/07/2015;03:45;-0.05;min;
29/07/2015;10:15;0.69;max;
29/07/2015;15:05;0.30;min;
29/07/2015;21:25;0.92;max;
30/07/2015;04:15;-0.12;min;
30/07/2015;11:15;0.70;max;
30/07/2015;16:00;0.29;min;
30/07/2015;22:10;0.94;max;
31/07/2015;05:00;-0.16;min;
31/07/2015;12:00;0.75;max;
31/07/2015;17:30;0.22;min;
31/07/2015;22:55;0.84;max;
01/08/2015;05:15;-0.25;min;
01/08/2015;12:35;0.79;max;
01/08/2015;17:50;0.15;min;
01/08/2015;23:10;0.79;max;
02/08/2015;06:30;-0.25;min;
02/08/2015;12:35;0.74;max;
02/08/2015;18:20;0.09;min;
02/08/2015;23:50;0.69;max;
03/08/2015;06:15;-0.26;min;
03/08/2015;13:25;0.69;max;
03/08/2015;19:15;0.06;min;
04/08/2015;00:35;0.57;max;
04/08/2015;06:50;-0.18;min;
04/08/2015;14:05;0.72;max;
04/08/2015;20:05;0.08;min;
05/08/2015;01:15;0.54;max;
05/08/2015;07:10;-0.06;min;
05/08/2015;14:30;0.67;max;
05/08/2015;20:50;0.08;min;
06/08/2015;01:55;0.44;max;
06/08/2015;07:35;0.02;min;
06/08/2015;15:10;0.61;max;
06/08/2015;22:10;0.13;min;
07/08/2015;03:05;0.33;max;
07/08/2015;08:30;0.15;min;
07/08/2015;16:05;0.63;max;
08/08/2015;00:30;0.1;min;
08/08/2015;17:20;0.63;max;
09/08/2015;01:35;0;min;
09/08/2015;08:10;0.48;max;
09/08/2015;12:25;0.31;min;
09/08/2015;19:00;0.72;max;
10/08/2015;02:20;-0.07;min;
10/08/2015;09:35;0.57;max;
10/08/2015;14:10;0.34;min;
10/08/2015;19:10;0.77;max;
11/08/2015;03:15;-0.17;min;
11/08/2015;11:05;0.64;max;
11/08/2015;15:10;0.32;min;
11/08/2015;20:50;0.7;max;
12/08/2015;03:40;-0.22;min;
12/08/2015;10:35;0.68;max;
12/08/2015;15:55;0.18;min;
12/08/2015;21:40;0.69;max;
13/08/2015;04:05;-0.18;min;
13/08/2015;10:45;0.71;max;
13/08/2015;16:15;0.11;min;
13/08/2015;22:10;0.74;max;
14/08/2015;04:55;-0.11;min;
14/08/2015;11:05;0.72;max;
14/08/2015;16:35;0.12;min;
14/08/2015;22:35;0.83;max;
15/08/2015;05:10;-0.11;min;
15/08/2015;11:40;0.7;max;
15/08/2015;17:15;0.17;min;
15/08/2015;22:35;0.82;max;
16/08/2015;05:30;-0.14;min;
16/08/2015;12:20;0.75;max;
16/08/2015;17:20;0.25;min;
16/08/2015;22:10;0.75;max;
17/08/2015;05:45;-0.12;min;
17/08/2015;12:25;0.81;max;
17/08/2015;18:20;0.24;min;
17/08/2015;23:45;0.71;max;
18/08/2015;06:05;-0.02;min;
18/08/2015;13:05;0.82;max;
18/08/2015;18:50;0.17;min;
18/08/2015;23:20;0.64;max;
19/08/2015;06:15;0.03;min;
19/08/2015;13:50;0.8;max;
19/08/2015;19:35;0.1;min;
20/08/2015;00:25;0.63;max;
20/08/2015;06:30;0.08;min;
20/08/2015;13:35;0.7;max;
20/08/2015;20:15;0.22;min;
21/08/2015;01:50;0.4;max;
21/08/2015;06:45;0.09;min;
21/08/2015;14:25;0.63;max;
21/08/2015;21:20;0.1;min;
22/08/2015;02:50;0.29;max;
22/08/2015;06:50;0.16;min;
22/08/2015;14:55;0.61;max;
22/08/2015;22:50;0.06;min;
23/08/2015;15:25;0.62;max;
24/08/2015;00:00;0.09;min;
24/08/2015;08:25;0.58;max;
24/08/2015;13:15;0.47;min;
24/08/2015;18:15;0.66;max;
25/08/2015;01:55;0.08;min;
25/08/2015;08:50;0.59;max;
25/08/2015;13:55;0.3;min;
25/08/2015;18:40;0.7;max;
26/08/2015;03:00;-0.06;min;
26/08/2015;09:15;0.56;max;
26/08/2015;14:35;0.2;min;
26/08/2015;20:10;0.67;max;
27/08/2015;03:20;-0.2;min;
27/08/2015;10:05;0.63;max;
27/08/2015;15:25;0.14;min;
27/08/2015;21:10;0.72;max;
28/08/2015;03:55;-0.26;min;
28/08/2015;10:35;0.69;max;
28/08/2015;16:05;0.03;min;
28/08/2015;21:45;0.71;max;
29/08/2015;04:25;-0.33;min;
29/08/2015;11:00;0.65;max;
29/08/2015;16:45;-0.09;min;
29/08/2015;22:25;0.67;max;
30/08/2015;04:50;-0.37;min;
30/08/2015;11:35;0.67;max;
30/08/2015;17:15;-0.12;min;
30/08/2015;23:05;0.65;max;
31/08/2015;05:25;-0.29;min;
31/08/2015;12:15;0.69;max;
31/08/2015;17:45;-0.07;min;
31/08/2015;23:50;0.65;max;
01/09/2015;05:55;-0.21;min;
01/09/2015;12:45;0.77;max;
01/09/2015;18:40;0.01;min;
02/09/2015;00:15;0.63;max;
02/09/2015;06:15;-0.1;min;
02/09/2015;13:05;0.76;max;
02/09/2015;19:30;0.06;min;
03/09/2015;01:10;0.57;max;
03/09/2015;06:40;0.04;min;
03/09/2015;13:35;0.73;max;
03/09/2015;20:30;0.12;min;
04/09/2015;02:25;0.49;max;
04/09/2015;07:20;0.1;min;
04/09/2015;14:20;0.72;max;
04/09/2015;21:15;0.2;min;
05/09/2015;01:50;0.5;max;
05/09/2015;06:20;0.24;min;
05/09/2015;14:45;0.66;max;
06/09/2015;01:10;0.19;min;
06/09/2015;07:00;0.4;max;
06/09/2015;10:25;0.3;min;
06/09/2015;18:20;0.61;max;
07/09/2015;01:45;0.01;min;
07/09/2015;07:45;0.45;max;
07/09/2015;11:15;0.31;min;
07/09/2015;17:50;0.65;max;
08/09/2015;01:55;-0.13;min;
08/09/2015;09:25;0.51;max;
08/09/2015;14:25;0.33;min;
08/09/2015;19:20;0.49;max;
09/09/2015;02:35;-0.18;min;
09/09/2015;09:55;0.69;max;
09/09/2015;15:35;0.19;min;
09/09/2015;20:40;0.56;max;
10/09/2015;02:50;-0.13;min;
10/09/2015;10:05;0.78;max;
10/09/2015;16:15;0.09;min;
10/09/2015;21:40;0.58;max;
11/09/2015;03:40;-0.11;min;
11/09/2015;10:05;0.76;max;
11/09/2015;16:25;-0.02;min;
11/09/2015;22:10;0.62;max;
12/09/2015;04:05;-0.12;min;
12/09/2015;10:20;0.64;max;
12/09/2015;16:20;-0.12;min;
12/09/2015;22:25;0.65;max;
13/09/2015;04:45;-0.16;min;
13/09/2015;11:00;0.68;max;
13/09/2015;16:35;0.02;min;
13/09/2015;22:55;0.74;max;
14/09/2015;04:30;-0.03;min;
14/09/2015;11:15;0.86;max;
14/09/2015;17:30;0.31;min;
14/09/2015;22:55;0.81;max;
15/09/2015;05:20;-0.03;min;
15/09/2015;12:00;0.83;max;
15/09/2015;18:05;0.19;min;
15/09/2015;23:25;0.69;max;
16/09/2015;05:20;0;min;
16/09/2015;12:15;0.91;max;
16/09/2015;18:25;0.21;min;
16/09/2015;23:50;0.7;max;
17/09/2015;05:45;0.14;min;
17/09/2015;12:45;0.91;max;
17/09/2015;19:00;0.22;min;
18/09/2015;00:25;0.69;max;
18/09/2015;06:25;0.21;min;
18/09/2015;12:55;0.8;max;
18/09/2015;19:40;0.17;min;
19/09/2015;00:50;0.58;max;
19/09/2015;06:30;0.19;min;
19/09/2015;13:00;0.72;max;
19/09/2015;19:55;0.16;min;
20/09/2015;01:35;0.46;max;
20/09/2015;05:55;0.33;min;
20/09/2015;12:45;0.64;max;
20/09/2015;20:00;0.23;min;
21/09/2015;03:45;0.43;max;
21/09/2015;05:05;0.4;min;
21/09/2015;14:50;0.57;max;
22/09/2015;00:45;0.12;min;
22/09/2015;08:25;0.59;max;
22/09/2015;12:25;0.49;min;
22/09/2015;17:15;0.61;max;
23/09/2015;00:40;0.11;min;
23/09/2015;09:05;0.84;max;
23/09/2015;14:15;0.47;min;
23/09/2015;19:40;0.73;max;
24/09/2015;02:00;0.05;min;
24/09/2015;09:00;0.71;max;
24/09/2015;13:25;0.34;min;
24/09/2015;20:10;0.9;max;
25/09/2015;02:55;0.03;min;
25/09/2015;09:40;0.78;max;
25/09/2015;15:10;0.21;min;
25/09/2015;20:40;0.78;max;
26/09/2015;03:30;-0.12;min;
26/09/2015;10:10;0.81;max;
26/09/2015;15:55;0.04;min;
26/09/2015;21:35;0.73;max;
27/09/2015;03:55;-0.16;min;
27/09/2015;10:35;0.86;max;
27/09/2015;16:35;-0.05;min;
27/09/2015;22:35;0.77;max;
28/09/2015;04:30;-0.09;min;
28/09/2015;11:00;0.89;max;
28/09/2015;17:05;-0.08;min;
28/09/2015;23:05;0.74;max;
29/09/2015;05:00;-0.05;min;
29/09/2015;11:25;0.85;max;
29/09/2015;18:05;-0.16;min;
29/09/2015;23:50;0.61;max;
30/09/2015;05:30;-0.07;min;
30/09/2015;12:10;0.76;max;
30/09/2015;18:30;-0.2;min;
01/10/2015;00:40;0.55;max;
01/10/2015;05:55;0.01;min;
01/10/2015;12:20;0.75;max;
01/10/2015;19:20;-0.17;min;
02/10/2015;01:30;0.5;max;
02/10/2015;06:20;0.09;min;
02/10/2015;12:50;0.74;max;
02/10/2015;19:40;-0.04;min;
03/10/2015;01:35;0.47;max;
03/10/2015;06:30;0.24;min;
03/10/2015;12:55;0.66;max;
03/10/2015;20:15;0.02;min;
04/10/2015;03:55;0.38;max;
04/10/2015;06:00;0.35;min;
04/10/2015;13:15;0.51;max;
04/10/2015;22:15;0.1;min;
05/10/2015;05:30;0.45;max;
05/10/2015;13:20;0.34;min;
05/10/2015;17:30;0.41;max;
06/10/2015;00:50;0.07;min;
06/10/2015;07:25;0.54;max;
06/10/2015;13:05;0.29;min;
06/10/2015;18:15;0.52;max;
07/10/2015;01:20;0.05;min;
07/10/2015;07:45;0.65;max;
07/10/2015;14:05;0.26;min;
07/10/2015;19:15;0.56;max;
08/10/2015;02:05;-0.02;min;
08/10/2015;08:40;0.69;max;
08/10/2015;15:05;0.19;min;
08/10/2015;20:30;0.59;max;
09/10/2015;02:40;-0.01;min;
09/10/2015;08:55;0.75;max;
09/10/2015;15:35;0.07;min;
09/10/2015;21:05;0.62;max;
10/10/2015;02:50;0.01;min;
10/10/2015;09:45;0.83;max;
10/10/2015;16:25;0.22;min;
10/10/2015;21:35;0.85;max;
11/10/2015;03:45;0.08;min;
11/10/2015;10:20;0.82;max;
11/10/2015;16:15;0.09;min;
11/10/2015;21:55;0.78;max;
12/10/2015;03:55;0.06;min;
12/10/2015;10:20;0.88;max;
12/10/2015;16:45;0.09;min;
12/10/2015;22:45;0.76;max;
13/10/2015;04:25;0.1;min;
13/10/2015;10:55;0.97;max;
13/10/2015;16:55;0.27;min;
13/10/2015;23:05;0.89;max;
14/10/2015;05:00;0.3;min;
14/10/2015;11:05;1.05;max;
14/10/2015;17:50;0.17;min;
14/10/2015;23:55;0.87;max;
15/10/2015;05:25;0.36;min;
15/10/2015;11:35;1.09;max;
15/10/2015;18:25;0.09;min;
16/10/2015;00:10;0.84;max;
16/10/2015;06:00;0.32;min;
16/10/2015;11:40;0.92;max;
16/10/2015;18:10;0.08;min;
17/10/2015;00:50;0.68;max;
17/10/2015;06:05;0.3;min;
17/10/2015;12:05;0.83;max;
17/10/2015;19:00;0.1;min;
18/10/2015;01:40;0.6;max;
18/10/2015;06:45;0.35;min;
18/10/2015;12:55;0.78;max;
18/10/2015;19:50;0.09;min;
19/10/2015;02:40;0.6;max;
19/10/2015;07:05;0.41;min;
19/10/2015;12:40;0.72;max;
19/10/2015;20:10;0.12;min;
20/10/2015;07:15;0.57;max;
20/10/2015;10:30;0.53;min;
20/10/2015;13:35;0.59;max;
20/10/2015;23:15;0.14;min;
21/10/2015;06:40;0.69;max;
21/10/2015;13:30;0.42;min;
21/10/2015;17:35;0.48;max;
21/10/2015;23:55;0.19;min;
22/10/2015;07:30;0.79;max;
22/10/2015;14:20;0.35;min;
22/10/2015;19:10;0.58;max;
23/10/2015;01:05;0.13;min;
23/10/2015;08:00;0.82;max;
23/10/2015;14:40;0.11;min;
23/10/2015;20:20;0.61;max;
24/10/2015;02:05;0.02;min;
24/10/2015;08:35;0.87;max;
24/10/2015;15:15;-0.02;min;
24/10/2015;20:50;0.7;max;
25/10/2015;02:30;0.02;min;
25/10/2015;08:55;0.83;max;
25/10/2015;15:40;-0.08;min;
25/10/2015;21:30;0.69;max;
26/10/2015;03:30;-0.03;min;
26/10/2015;09:50;0.83;max;
26/10/2015;16:20;-0.16;min;
26/10/2015;22:10;0.67;max;
27/10/2015;04:00;-0.06;min;
27/10/2015;10:25;0.83;max;
27/10/2015;16:55;-0.18;min;
27/10/2015;23:05;0.67;max;
28/10/2015;04:40;0.01;min;
28/10/2015;11:00;0.89;max;
28/10/2015;17:45;-0.16;min;
28/10/2015;23:50;0.75;max;
29/10/2015;05:10;0.24;min;
29/10/2015;11:30;1.01;max;
29/10/2015;18:40;-0.13;min;
30/10/2015;00:35;0.65;max;
30/10/2015;05:35;0.18;min;
30/10/2015;11:40;0.86;max;
30/10/2015;18:55;-0.15;min;
31/10/2015;01:15;0.64;max;
31/10/2015;06:15;0.27;min;
31/10/2015;12:05;0.76;max;
31/10/2015;19:20;-0.03;min;
01/11/2015;02:10;0.56;max;
01/11/2015;07:00;0.35;min;
01/11/2015;11:45;0.64;max;
01/11/2015;20:20;-0.01;min;
02/11/2015;03:30;0.49;max;
02/11/2015;08:00;0.27;min;
02/11/2015;12:35;0.43;max;
02/11/2015;21:15;-0.03;min;
03/11/2015;04:20;0.43;max;
03/11/2015;10:50;0.26;min;
03/11/2015;13:45;0.31;max;
03/11/2015;21:55;0.02;min;
04/11/2015;06:10;0.48;max;
04/11/2015;13:30;0.17;min;
04/11/2015;18:35;0.3;max;
05/11/2015;00:20;0.06;min;
05/11/2015;06:45;0.55;max;
05/11/2015;13:35;0.11;min;
05/11/2015;19:45;0.38;max;
06/11/2015;01:10;0.06;min;
06/11/2015;07:35;0.57;max;
06/11/2015;14:30;0;min;
06/11/2015;20:10;0.43;max;
07/11/2015;01:50;-0.01;min;
07/11/2015;08:25;0.6;max;
07/11/2015;15:00;-0.09;min;
07/11/2015;20:40;0.45;max;
08/11/2015;02:10;-0.05;min;
08/11/2015;08:30;0.65;max;
08/11/2015;15:35;-0.17;min;
08/11/2015;21:15;0.44;max;
09/11/2015;02:40;-0.05;min;
09/11/2015;09:10;0.68;max;
09/11/2015;15:50;-0.21;min;
09/11/2015;22:00;0.49;max;
10/11/2015;03:20;-0.07;min;
10/11/2015;09:40;0.66;max;
10/11/2015;16:10;-0.29;min;
10/11/2015;22:45;0.51;max;
11/11/2015;03:45;-0.02;min;
11/11/2015;09:55;0.7;max;
11/11/2015;16:55;-0.29;min;
11/11/2015;23:05;0.53;max;
12/11/2015;04:25;-0.01;min;
12/11/2015;10:15;0.69;max;
12/11/2015;17:05;-0.29;min;
12/11/2015;23:30;0.52;max;
13/11/2015;04:50;0.03;min;
13/11/2015;10:45;0.66;max;
13/11/2015;17:30;-0.28;min;
14/11/2015;00:10;0.5;max;
14/11/2015;05:15;0.06;min;
14/11/2015;11:25;0.62;max;
14/11/2015;18:10;-0.32;min;
15/11/2015;00:50;0.46;max;
15/11/2015;05:50;0.07;min;
15/11/2015;11:35;0.59;max;
15/11/2015;18:30;-0.25;min;
16/11/2015;01:20;0.48;max;
16/11/2015;06:20;0.12;min;
16/11/2015;11:45;0.53;max;
16/11/2015;19:05;-0.22;min;
17/11/2015;02:35;0.47;max;
17/11/2015;07:35;0.24;min;
17/11/2015;12:35;0.5;max;
17/11/2015;19:35;-0.09;min;
18/11/2015;03:45;0.52;max;
18/11/2015;09:25;0.28;min;
18/11/2015;13:40;0.38;max;
18/11/2015;21:20;-0.02;min;
19/11/2015;05:15;0.52;max;
19/11/2015;11:10;0.22;min;
19/11/2015;16:15;0.34;max;
19/11/2015;22:10;0.07;min;
20/11/2015;06:30;0.64;max;
20/11/2015;13:05;0.19;min;
20/11/2015;19:10;0.53;max;
21/11/2015;00:00;0.23;min;
21/11/2015;07:25;0.93;max;
21/11/2015;13:55;0.23;min;
21/11/2015;21:00;0.78;max;
22/11/2015;00:50;0.37;min;
22/11/2015;07:40;0.94;max;
22/11/2015;14:55;0.07;min;
22/11/2015;21:00;0.61;max;
23/11/2015;01:50;0.25;min;
23/11/2015;08:05;0.91;max;
23/11/2015;15:40;-0.09;min;
23/11/2015;22:05;0.61;max;
24/11/2015;03:25;0.13;min;
24/11/2015;09:30;0.84;max;
24/11/2015;16:05;-0.22;min;
24/11/2015;22:15;0.64;max;
25/11/2015;03:25;0.05;min;
25/11/2015;10:10;0.85;max;
25/11/2015;16:35;-0.21;min;
25/11/2015;22:45;0.67;max;
26/11/2015;04:05;0.06;min;
26/11/2015;10:35;0.94;max;
26/11/2015;17:20;-0.08;min;
26/11/2015;23:50;0.74;max;
27/11/2015;04:25;0.31;min;
27/11/2015;10:55;1.01;max;
27/11/2015;18:00;-0.03;min;
28/11/2015;00:40;0.73;max;
28/11/2015;05:25;0.37;min;
28/11/2015;11:10;0.89;max;
28/11/2015;18:45;-0.14;min;
29/11/2015;01:30;0.76;max;
29/11/2015;06:30;0.33;min;
29/11/2015;12:00;0.81;max;
29/11/2015;19:00;-0.14;min;
30/11/2015;01:50;0.71;max;
30/11/2015;06:45;0.28;min;
30/11/2015;12:05;0.71;max;
30/11/2015;18:40;-0.05;min;
01/12/2015;02:45;0.64;max;
01/12/2015;07:25;0.35;min;
01/12/2015;11:55;0.53;max;
01/12/2015;19:55;-0.01;min;
02/12/2015;03:30;0.54;max;
02/12/2015;11:20;0.24;min;
02/12/2015;13:05;0.28;max;
02/12/2015;20:40;-0.01;min;
03/12/2015;04:40;0.52;max;
03/12/2015;11:10;0.11;min;
03/12/2015;16:00;0.26;max;
03/12/2015;21:40;0;min;
04/12/2015;05:15;0.49;max;
04/12/2015;12:25;0.06;min;
04/12/2015;18:50;0.2;max;
04/12/2015;23:30;0.03;min;
05/12/2015;06:40;0.44;max;
05/12/2015;14:00;-0.05;min;
05/12/2015;20:25;0.25;max;
06/12/2015;00:45;-0.01;min;
06/12/2015;07:25;0.5;max;
06/12/2015;14:20;-0.16;min;
06/12/2015;20:25;0.27;max;
07/12/2015;01:45;-0.05;min;
07/12/2015;07:40;0.52;max;
07/12/2015;15:00;-0.33;min;
07/12/2015;21:10;0.27;max;
08/12/2015;02:00;-0.1;min;
08/12/2015;08:15;0.55;max;
08/12/2015;15:20;-0.38;min;
08/12/2015;21:55;0.36;max;
09/12/2015;02:45;-0.03;min;
09/12/2015;08:40;0.57;max;
09/12/2015;16:05;-0.41;min;
09/12/2015;22:20;0.35;max;
10/12/2015;03:25;-0.1;min;
10/12/2015;09:30;0.53;max;
10/12/2015;16:25;-0.47;min;
10/12/2015;23:00;0.37;max;
11/12/2015;03:55;-0.09;min;
11/12/2015;10:10;0.55;max;
11/12/2015;17:00;-0.48;min;
11/12/2015;23:35;0.4;max;
12/12/2015;04:45;-0.02;min;
12/12/2015;10:25;0.61;max;
12/12/2015;17:10;-0.46;min;
13/12/2015;00:20;0.45;max;
13/12/2015;05:25;0.06;min;
13/12/2015;11:00;0.61;max;
13/12/2015;17:55;-0.36;min;
14/12/2015;01:05;0.5;max;
14/12/2015;06:10;0.08;min;
14/12/2015;11:25;0.57;max;
14/12/2015;18:25;-0.34;min;
15/12/2015;01:40;0.48;max;
15/12/2015;06:50;0.1;min;
15/12/2015;12:00;0.52;max;
15/12/2015;19:05;-0.31;min;
16/12/2015;02:10;0.45;max;
16/12/2015;07:50;0.07;min;
16/12/2015;12:55;0.4;max;
16/12/2015;19:30;-0.3;min;
17/12/2015;03:10;0.43;max;
17/12/2015;08:45;0.12;min;
17/12/2015;12:55;0.31;max;
17/12/2015;20:20;-0.23;min;
18/12/2015;04:15;0.5;max;
18/12/2015;11:15;0.08;min;
18/12/2015;14:55;0.16;max;
18/12/2015;21:00;-0.1;min;
19/12/2015;05:40;0.57;max;
19/12/2015;12:50;-0.07;min;
19/12/2015;17:45;0.18;max;
19/12/2015;22:55;-0.02;min;
20/12/2015;06:15;0.62;max;
20/12/2015;13:20;-0.12;min;
20/12/2015;19:30;0.28;max;
21/12/2015;00:10;0.06;min;
21/12/2015;07:00;0.6;max;
21/12/2015;14:30;-0.25;min;
21/12/2015;20:20;0.36;max;
22/12/2015;01:25;0.06;min;
22/12/2015;08:05;0.59;max;
22/12/2015;15:15;-0.41;min;
22/12/2015;21:20;0.36;max;
23/12/2015;02:15;-0.04;min;
23/12/2015;08:50;0.61;max;
23/12/2015;16:05;-0.44;min;
23/12/2015;22:05;0.41;max;
24/12/2015;03:20;-0.05;min;
24/12/2015;09:20;0.61;max;
24/12/2015;16:25;-0.47;min;
24/12/2015;23:00;0.45;max;
25/12/2015;04:05;-0.04;min;
25/12/2015;09:50;0.59;max;
25/12/2015;17:05;-0.58;min;
25/12/2015;23:40;0.36;max;
26/12/2015;04:35;-0.1;min;
26/12/2015;10:20;0.54;max;
26/12/2015;17:30;-0.58;min;
27/12/2015;00:20;0.43;max;
27/12/2015;05:15;-0.03;min;
27/12/2015;10:55;0.51;max;
27/12/2015;18:00;-0.56;min;
28/12/2015;00:45;0.39;max;
28/12/2015;06:00;-0.07;min;
28/12/2015;11:25;0.41;max;
28/12/2015;18:15;-0.49;min;
29/12/2015;01:20;0.39;max;
29/12/2015;06:40;-0.06;min;
29/12/2015;11:50;0.3;max;
29/12/2015;18:45;-0.45;min;
30/12/2015;02:00;0.4;max;
30/12/2015;07:10;-0.02;min;
30/12/2015;12:25;0.36;max;
30/12/2015;19:15;-0.19;min;
31/12/2015;02:55;0.41;max;
31/12/2015;08:35;0.01;min;
31/12/2015;13:00;0.33;max;
31/12/2015;19:25;-0.19;min;
;;;;
