Data;Ora;Valore;Tipo;ID staz
1994-03-06;20:40;23;max;00251
1994-03-07;1:25;0;min;00251
1994-03-07;6:55;27;max;00251
1994-03-07;14:15;-45;min;00251
1994-03-07;21:30;31;max;00251
1994-03-08;2:45;-7;min;00251
1994-03-08;7:40;27;max;00251
1994-03-08;14:55;-48;min;00251
1994-03-08;21:50;39;max;00251
1994-03-09;3:25;-22;min;00251
1994-03-09;8:45;27;max;00251
1994-03-09;15:15;-53;min;00251
1994-03-09;22:10;40;max;00251
1994-03-10;4:15;-29;min;00251
1994-03-10;9:30;30;max;00251
1994-03-10;15:50;-53;min;00251
1994-03-10;22:30;43;max;00251
1994-03-11;4:30;-37;min;00251
1994-03-11;10:00;28;max;00251
1994-03-11;16:15;-55;min;00251
1994-03-11;23:00;48;max;00251
1994-03-12;5:10;-37;min;00251
1994-03-12;10:30;36;max;00251
1994-03-12;16:30;-47;min;00251
1994-03-12;23:10;55;max;00251
1994-03-13;5:30;-33;min;00251
1994-03-13;11:10;39;max;00251
1994-03-13;16:55;-34;min;00251
1994-03-13;23:25;63;max;00251
1994-03-14;5:55;-28;min;00251
1994-03-14;11:55;39;max;00251
1994-03-14;17:20;-37;min;00251
1994-03-14;23:35;55;max;00251
1994-03-15;6:20;-32;min;00251
1994-03-15;11:50;35;max;00251
1994-03-15;17:20;-25;min;00251
1994-03-15;23:50;57;max;00251
1994-03-16;6:50;-26;min;00251
1994-03-16;12:45;27;max;00251
1994-03-16;17:45;-12;min;00251
1994-03-17;0:15;54;max;00251
1994-03-17;7:25;-29;min;00251
1994-03-17;12:55;23;max;00251
1994-03-17;18:15;1;min;00251
1994-03-18;1:05;48;max;00251
1994-03-18;8:15;-25;min;00251
1994-03-18;14:30;22;max;00251
1994-03-18;18:45;6;min;00251
1994-03-18;23:55;39;max;00251
1994-03-19;8:00;-12;min;00251
1994-03-19;15:10;28;max;00251
1994-03-19;19:20;20;min;00251
1994-03-19;23:50;30;max;00251
1994-03-20;10:00;-5;min;00251
1994-03-20;19:20;28;max;00251
1994-03-20;23:30;22;min;00251
1994-03-21;2:55;25;max;00251
1994-03-21;12:50;-10;min;00251
1994-03-21;19:35;38;max;00251
1994-03-22;2:35;16;min;00251
1994-03-22;6:55;27;max;00251
1994-03-22;13:25;-26;min;00251
1994-03-22;20:25;36;max;00251
1994-03-23;2:25;-5;min;00251
1994-03-23;7:50;27;max;00251
1994-03-23;14:15;-33;min;00251
1994-03-23;20:55;44;max;00251
1994-03-24;2:55;-21;min;00251
1994-03-24;8:30;36;max;00251
1994-03-24;14:45;-40;min;00251
1994-03-24;21:15;47;max;00251
1994-03-25;3:30;-28;min;00251
1994-03-25;9:10;39;max;00251
1994-03-25;15:25;-45;min;00251
1994-03-25;22:00;59;max;00251
1994-03-26;4:00;-26;min;00251
1994-03-26;10:05;49;max;00251
1994-03-26;16:15;-33;min;00251
1994-03-26;23:05;73;max;00251
1994-03-27;5:25;-25;min;00251
1994-03-27;10:40;39;max;00251
1994-03-27;16:25;-39;min;00251
1994-03-27;23:15;60;max;00251
1994-03-28;5:50;-45;min;00251
1994-03-28;11:50;36;max;00251
1994-03-28;17:25;-39;min;00251
1994-03-28;23:45;63;max;00251
1994-03-29;6:00;-48;min;00251
1994-03-29;12:10;40;max;00251
1994-03-29;17:45;-33;min;00251
1994-03-29;23:50;54;max;00251
1994-03-30;6:45;-49;min;00251
1994-03-30;12:25;25;max;00251
1994-03-30;17:55;-22;min;00251
1994-03-31;0:20;52;max;00251
1994-03-31;7:15;-39;min;00251
1994-03-31;13:55;22;max;00251
1994-03-31;18:50;-5;min;00251
1994-04-01;0:35;51;max;00251
1994-04-01;7:45;-32;min;00251
1994-04-01;14:25;28;max;00251
1994-04-01;16:05;27;min;00251
1994-04-02;1:20;71;max;00251
1994-04-02;8:35;-17;min;00251
1994-04-02;16:00;27;max;00251
1994-04-02;20:55;2;min;00251
1994-04-03;2:50;39;max;00251
1994-04-03;7:45;4;min;00251
1994-04-03;12:40;17;max;00251
1994-04-03;14:20;15;min;00251
1994-04-03;18:45;23;max;00251
1994-04-03;20:35;22;min;00251
1994-04-03;23:04;31;max;00251
1994-04-04;5:00;11;min;00251
1994-04-04;6:05;12;max;00251
1994-04-04;13:30;-22;min;00251
1994-04-04;21:10;41;max;00251
1994-04-05;2:15;4;min;00251
1994-04-05;7:20;27;max;00251
1994-04-05;14:35;-31;min;00251
1994-04-05;20:50;43;max;00251
1994-04-06;2:10;-10;min;00251
1994-04-06;7:05;30;max;00251
1994-04-06;13:05;-16;min;00251
1994-04-06;20:30;70;max;00251
1994-04-07;3:35;-13;min;00251
1994-04-07;8:50;41;max;00251
1994-04-07;14:30;-5;min;00251
1994-04-07;21:30;70;max;00251
1994-04-08;3:35;-10;min;00251
1994-04-08;9:50;67;max;00251
1994-04-08;16:15;3;min;00251
1994-04-08;21:40;64;max;00251
1994-04-09;4:05;-34;min;00251
1994-04-09;10:25;72;max;00251
1994-04-09;15:40;-3;min;00251
1994-04-09;21:30;75;max;00251
1994-04-10;4:15;-18;min;00251
1994-04-10;9:45;68;max;00251
1994-04-10;15:50;-10;min;00251
1994-04-10;22:50;70;max;00251
1994-04-11;5:05;3;min;00251
1994-04-11;10:35;48;max;00251
1994-04-11;16:40;-4;min;00251
1994-04-11;23:10;75;max;00251
1994-04-12;5:45;-4;min;00251
1994-04-12;12:05;52;max;00251
1994-04-12;17:00;17;min;00251
1994-04-12;23:30;89;max;00251
1994-04-13;6:30;-21;min;00251
1994-04-13;12:20;62;max;00251
1994-04-13;17:40;20;min;00251
1994-04-13;23:20;80;max;00251
1994-04-14;6:35;-26;min;00251
1994-04-14;12:50;49;max;00251
1994-04-14;17:20;19;min;00251
1994-04-14;23:30;70;max;00251
1994-04-15;6:45;-26;min;00251
1994-04-15;13:35;46;max;00251
1994-04-15;18:15;16;min;00251
1994-04-15;23:35;52;max;00251
1994-04-16;7:05;-24;min;00251
1994-04-16;13:50;44;max;00251
1994-04-16;17:20;31;min;00251
1994-04-16;23:05;52;max;00251
1994-04-17;7:20;-5;min;00251
1994-04-17;14:50;63;max;00251
1994-04-17;20:45;36;min;00251
1994-04-17;22:55;39;max;00251
1994-04-18;0:50;36;min;00251
1994-04-18;1:50;38;max;00251
1994-04-18;10:50;23;min;00251
1994-04-18;16:20;47;max;00251
1994-04-18;21:30;16;min;00251
1994-04-19;5:25;48;max;00251
1994-04-19;11:45;4;min;00251
1994-04-19;17:45;31;max;00251
1994-04-19;23:35;14;min;00251
1994-04-20;5:25;39;max;00251
1994-04-20;12:15;-15;min;00251
1994-04-20;19:55;43;max;00251
1994-04-21;1:25;19;min;00251
1994-04-21;6:45;43;max;00251
1994-04-21;13:25;-17;min;00251
1994-04-21;20:25;65;max;00251
1994-04-22;2:50;1;min;00251
1994-04-22;7:45;38;max;00251
1994-04-22;13:40;-21;min;00251
1994-04-22;20:45;71;max;00251
1994-04-23;3:30;-16;min;00251
1994-04-23;9:00;43;max;00251
1994-04-23;14:30;-16;min;00251
1994-04-23;21:10;84;max;00251
1994-04-24;4:05;-25;min;00251
1994-04-24;10:00;51;max;00251
1994-04-24;15:10;-7;min;00251
1994-04-24;21:25;90;max;00251
1994-04-25;4:35;-33;min;00251
1994-04-25;10:55;60;max;00251
1994-04-25;15:55;5;min;00251
1994-04-25;21:55;89;max;00251
1994-04-26;5:15;-44;min;00251
1994-04-26;11:40;55;max;00251
1994-04-26;16:50;-1;min;00251
1994-04-26;22:25;70;max;00251
1994-04-27;5:40;-52;min;00251
1994-04-27;12:25;47;max;00251
1994-04-27;17:30;-4;min;00251
1994-04-27;23:20;59;max;00251
1994-04-28;6:20;-49;min;00251
1994-04-28;13:00;39;max;00251
1994-04-28;18:05;-10;min;00251
1994-04-28;23:50;51;max;00251
1994-04-29;6:45;-44;min;00251
1994-04-29;13:25;32;max;00251
1994-04-29;18:30;-2;min;00251
1994-04-30;0:10;43;max;00251
1994-04-30;7:15;-33;min;00251
1994-04-30;15:35;25;max;00251
1994-04-30;19:45;15;min;00251
1994-05-01;1:20;38;max;00251
1994-05-01;8:04;-25;min;00251
1994-05-01;17:20;36;max;00251
1994-05-01;22:00;23;min;00251
1994-05-02;1:35;31;max;00251
1994-05-02;9:20;-24;min;00251
1994-05-02;18:55;39;max;00251
1994-05-03;1:55;9;min;00251
1994-05-03;3:25;11;max;00251
1994-05-03;11:05;-15;min;00251
1994-05-03;18:45;43;max;00251
1994-05-04;1:30;-8;min;00251
1994-05-04;6:50;11;max;00251
1994-05-04;12:05;-5;min;00251
1994-05-04;19:30;56;max;00251
1994-05-05;2:20;-7;min;00251
1994-05-05;7:40;34;max;00251
1994-05-05;12:45;-8;min;00251
1994-05-05;19:50;66;max;00251
1994-05-06;3:10;-19;min;00251
1994-05-06;8:20;20;max;00251
1994-05-06;13:45;-15;min;00251
1994-05-06;20:30;55;max;00251
1994-05-07;3:40;-37;min;00251
1994-05-07;9:10;25;max;00251
1994-05-07;14:20;-23;min;00251
1994-05-07;20:50;60;max;00251
1994-05-08;3:45;-35;min;00251
1994-05-08;9:50;39;max;00251
1994-05-08;14:35;-8;min;00251
1994-05-08;21:15;65;max;00251
1994-05-09;4:15;-33;min;00251
1994-05-09;10:25;41;max;00251
1994-05-09;15:05;4;min;00251
1994-05-09;21:30;63;max;00251
1994-05-10;4:40;-40;min;00251
1994-05-10;11:05;46;max;00251
1994-05-10;16:15;7;min;00251
1994-05-10;22:15;67;max;00251
1994-05-11;4:55;-40;min;00251
1994-05-11;11:30;48;max;00251
1994-05-11;16:40;0;min;00251
1994-05-11;22:50;64;max;00251
1994-05-12;5:35;-36;min;00251
1994-05-12;12:00;51;max;00251
1994-05-12;17:10;9;min;00251
1994-05-12;22:55;68;max;00251
1994-05-13;6:05;-36;min;00251
1994-05-13;12:25;44;max;00251
1994-05-13;17:05;9;min;00251
1994-05-13;23:15;62;max;00251
1994-05-14;6:20;-37;min;00251
1994-05-14;13:30;48;max;00251
1994-05-14;17:15;23;min;00251
1994-05-14;23:15;65;max;00251
1994-05-15;7:25;-40;min;00251
1994-05-15;14:50;48;max;00251
1994-05-15;19:35;28;min;00251
1994-05-15;23:45;41;max;00251
1994-05-16;7:40;-31;min;00251
1994-05-16;15:20;51;max;00251
1994-05-16;20:50;16;min;00251
1994-05-17;2:05;32;max;00251
1994-05-17;8:00;-12;min;00251
1994-05-17;15:45;59;max;00251
1994-05-17;22:00;19;min;00251
1994-05-18;2:25;33;max;00251
1994-05-18;9:00;14;min;00251
1994-05-18;16:35;98;max;00251
1994-05-19;1:05;27;min;00251
1994-05-19;5:05;41;max;00251
1994-05-19;8:55;24;min;00251
1994-05-19;17:50;77;max;00251
1994-05-20;1:20;4;min;00251
1994-05-20;7:50;55;max;00251
1994-05-20;13:00;27;min;00251
1994-05-20;19:30;72;max;00251
1994-05-21;1:30;3;min;00251
1994-05-21;8:00;55;max;00251
1994-05-21;13:45;1;min;00251
1994-05-21;19:45;75;max;00251
1994-05-22;2:40;-8;min;00251
1994-05-22;8:30;54;max;00251
1994-05-22;14:00;0;min;00251
1994-05-22;20:25;80;max;00251
1994-05-23;3:45;-26;min;00251
1994-05-23;9:50;48;max;00251
1994-05-23;14:30;11;min;00251
1994-05-23;21:05;88;max;00251
1994-05-24;4:20;-34;min;00251
1994-05-24;10:55;55;max;00251
1994-05-24;15:45;17;min;00251
1994-05-24;21:30;90;max;00251
1994-05-25;4:55;-40;min;00251
1994-05-25;12:10;70;max;00251
1994-05-25;17:00;25;min;00251
1994-05-25;22:25;76;max;00251
1994-05-26;5:20;-40;min;00251
1994-05-26;12:25;69;max;00251
1994-05-26;17:40;23;min;00251
1994-05-26;22:40;71;max;00251
1994-05-27;5:50;-28;min;00251
1994-05-27;12:50;63;max;00251
1994-05-27;18:35;15;min;00251
1994-05-27;23:30;65;max;00251
1994-05-28;6:25;-33;min;00251
1994-05-28;13:45;55;max;00251
1994-05-28;18:55;19;min;00251
1994-05-29;0:05;56;max;00251
1994-05-29;7:00;-23;min;00251
1994-05-29;15:10;56;max;00251
1994-05-29;20:30;30;min;00251
1994-05-30;0:45;51;max;00251
1994-05-30;7:35;-17;min;00251
1994-05-30;15:55;59;max;00251
1994-05-30;21:30;23;min;00251
1994-05-31;2:05;38;max;00251
1994-05-31;8:10;-18;min;00251
1994-05-31;16:45;51;max;00251
1994-05-31;23:10;8;min;00251
1994-06-01;3:20;17;max;00251
1994-06-01;8:04;-7;min;00251
1994-06-01;16:55;50;max;00251
1994-06-02;0:45;-1;min;00251
1994-06-02;5:25;16;max;00251
1994-06-02;10:30;-1;min;00251
1994-06-02;18:20;52;max;00251
1994-06-03;1:20;4;min;00251
1994-06-03;7:00;28;max;00251
1994-06-03;11:30;11;min;00251
1994-06-03;19:30;63;max;00251
1994-06-04;2:15;-5;min;00251
1994-06-04;8:20;28;max;00251
1994-06-04;13:00;11;min;00251
1994-06-04;19:55;70;max;00251
1994-06-05;3:05;-16;min;00251
1994-06-05;8:30;38;max;00251
1994-06-05;14:15;-2;min;00251
1994-06-05;19:25;73;max;00251
1994-06-06;3:35;-42;min;00251
1994-06-06;9:35;32;max;00251
1994-06-06;13:50;12;min;00251
1994-06-06;19:55;62;max;00251
1994-06-07;3:40;-37;min;00251
1994-06-07;10:15;41;max;00251
1994-06-07;15:00;4;min;00251
1994-06-07;20:40;48;max;00251
1994-06-08;4:15;-48;min;00251
1994-06-08;10:45;48;max;00251
1994-06-08;16:15;1;min;00251
1994-06-08;21:55;52;max;00251
1994-06-09;4:40;-37;min;00251
1994-06-09;11:20;59;max;00251
1994-06-09;16:20;7;min;00251
1994-06-09;21:55;62;max;00251
1994-06-10;5:10;-34;min;00251
1994-06-10;12:10;48;max;00251
1994-06-10;17:00;14;min;00251
1994-06-10;22:55;67;max;00251
1994-06-11;5:45;-42;min;00251
1994-06-11;13:00;53;max;00251
1994-06-11;17:45;14;min;00251
1994-06-11;23:40;62;max;00251
1994-06-12;6:25;-28;min;00251
1994-06-12;13:40;63;max;00251
1994-06-12;18:50;14;min;00251
1994-06-12;23:45;43;max;00251
1994-06-13;6:40;-33;min;00251
1994-06-13;14:00;55;max;00251
1994-06-13;19:45;4;min;00251
1994-06-14;0:25;33;max;00251
1994-06-14;7:15;-33;min;00251
1994-06-14;14:20;52;max;00251
1994-06-14;20:30;0;min;00251
1994-06-15;1:30;33;max;00251
1994-06-15;8:20;-20;min;00251
1994-06-15;14:55;48;max;00251
1994-06-15;21:30;3;min;00251
1994-06-16;2:35;31;max;00251
1994-06-16;8:55;-10;min;00251
1994-06-16;16:45;55;max;00251
1994-06-16;22:40;12;min;00251
1994-06-17;3:35;28;max;00251
1994-06-17;10:15;-8;min;00251
1994-06-17;17:30;60;max;00251
1994-06-18;1:15;6;min;00251
1994-06-18;5:35;16;max;00251
1994-06-18;11:15;-4;min;00251
1994-06-18;18:30;66;max;00251
1994-06-19;2:25;-20;min;00251
1994-06-19;8:20;22;max;00251
1994-06-19;12:25;4;min;00251
1994-06-19;19:05;72;max;00251
1994-06-20;2:50;-31;min;00251
1994-06-20;9:30;36;max;00251
1994-06-20;13:45;14;min;00251
1994-06-20;20:20;68;max;00251
1994-06-21;3:40;-47;min;00251
1994-06-21;10:20;32;max;00251
1994-06-21;14:50;6;min;00251
1994-06-21;20:45;57;max;00251
1994-06-22;4:15;-57;min;00251
1994-06-22;11:05;44;max;00251
1994-06-22;16:05;4;min;00251
1994-06-22;21:45;60;max;00251
1994-06-23;4:45;-58;min;00251
1994-06-23;11:35;51;max;00251
1994-06-23;16:30;-6;min;00251
1994-06-23;22:20;59;max;00251
1994-06-24;5:15;-57;min;00251
1994-06-24;11:55;48;max;00251
1994-06-24;17:10;-4;min;00251
1994-06-24;22:40;59;max;00251
1994-06-25;5:50;-48;min;00251
1994-06-25;12:50;48;max;00251
1994-06-25;18:00;5;min;00251
1994-06-25;23:35;56;max;00251
1994-06-26;6:20;-42;min;00251
1994-06-26;13:40;55;max;00251
1994-06-26;19:05;9;min;00251
1994-06-27;0:10;48;max;00251
1994-06-27;6:55;-40;min;00251
1994-06-27;14:35;51;max;00251
1994-06-27;20:10;0;min;00251
1994-06-28;0:25;34;max;00251
1994-06-28;7:35;-34;min;00251
1994-06-28;14:45;50;max;00251
1994-06-28;21:00;7;min;00251
1994-06-29;0:10;30;max;00251
1994-06-29;7:15;-26;min;00251
1994-06-29;15:25;44;max;00251
1994-06-29;21:30;4;min;00251
1994-06-30;1:55;20;max;00251
1994-06-30;7:45;-18;min;00251
1994-06-30;15:50;44;max;00251
1994-06-30;22:45;-1;min;00251
1994-07-01;3:20;9;max;00251
1994-07-01;7:50;-5;min;00251
1994-07-01;16:55;45;max;00251
1994-07-02;0:45;-5;min;00251
1994-07-02;17:40;46;max;00251
1994-07-03;2:35;-12;min;00251
1994-07-03;8:45;24;max;00251
1994-07-03;12:40;15;min;00251
1994-07-03;18:45;52;max;00251
1994-07-04;2:35;-21;min;00251
1994-07-04;9:00;31;max;00251
1994-07-04;13:30;11;min;00251
1994-07-04;19:45;56;max;00251
1994-07-05;3:10;-27;min;00251
1994-07-05;9:00;35;max;00251
1994-07-05;14:05;12;min;00251
1994-07-05;21:10;64;max;00251
1994-07-06;4:05;-36;min;00251
1994-07-06;9:45;39;max;00251
1994-07-06;14:50;11;min;00251
1994-07-06;21:00;62;max;00251
1994-07-07;4:15;-37;min;00251
1994-07-07;11:00;48;max;00251
1994-07-07;15:35;9;min;00251
1994-07-07;21:40;63;max;00251
1994-07-08;4:45;-40;min;00251
1994-07-08;11:15;55;max;00251
1994-07-08;16:25;11;min;00251
1994-07-08;22:00;60;max;00251
1994-07-09;5:20;-45;min;00251
1994-07-09;11:35;52;max;00251
1994-07-09;16:30;12;min;00251
1994-07-09;22:50;54;max;00251
1994-07-10;6:00;-45;min;00251
1994-07-10;12:30;58;max;00251
1994-07-10;18:15;-2;min;00251
1994-07-10;0:00;57;max;00251
1994-07-11;6:15;-44;min;00251
1994-07-11;12:45;52;max;00251
1994-07-11;18:10;-13;min;00251
1994-07-11;0:00;51;max;00251
1994-07-12;6:35;-40;min;00251
1994-07-12;13:15;52;max;00251
1994-07-12;18:15;-5;min;00251
1994-07-13;0:20;46;max;00251
1994-07-13;6:55;-32;min;00251
1994-07-13;14:00;57;max;00251
1994-07-13;20:00;-6;min;00251
1994-07-14;1:05;31;max;00251
1994-07-14;7:40;-28;min;00251
1994-07-14;14:30;53;max;00251
1994-07-14;20:50;-5;min;00251
1994-07-15;1:45;20;max;00251
1994-07-15;8:05;-16;min;00251
1994-07-15;15:15;49;max;00251
1994-07-15;22:10;-10;min;00251
1994-07-16;3:50;6;max;00251
1994-07-16;8:55;-4;min;00251
1994-07-16;16:15;44;max;00251
1994-07-16;23:50;-20;min;00251
1994-07-17;7:20;17;max;00251
1994-07-17;11:20;6;min;00251
