"Data;Ora;Valore;Tipo;ID staz"
"2003-01-01;3:15;44;min;00251"
"2003-01-01;9:15;98;max;00251"
"2003-01-01;16:30;-15;min;00251"
"2003-01-01;22:55;76;max;00251"
"2003-01-02;3:55;38;min;00251"
"2003-01-02;9:50;109;max;00251"
"2003-01-02;16:55;-10;min;00251"
"2003-01-02;23:55;96;max;00251"
"2003-01-03;4:40;53;min;00251"
"2003-01-03;9:35;108;max;00251"
"2003-01-03;17:15;-13;min;00251"
"2003-01-03;23:45;92;max;00251"
"2003-01-04;5:15;53;min;00251"
"2003-01-04;10:30;96;max;00251"
"2003-01-04;17:40;-10;min;00251"
"2003-01-05;1:20;90;max;00251"
"2003-01-05;6:35;51;min;00251"
"2003-01-05;11:25;94;max;00251"
"2003-01-05;18:35;-4;min;00251"
"2003-01-06;1:25;86;max;00251"
"2003-01-06;6:35;40;min;00251"
"2003-01-06;11:45;84;max;00251"
"2003-01-06;18:30;5;min;00251"
"2003-01-07;3:30;99;max;00251"
"2003-01-07;7:35;71;min;00251"
"2003-01-07;12:05;90;max;00251"
"2003-01-07;19:50;-1;min;00251"
"2003-01-08;2:40;102;max;00251"
"2003-01-08;8:25;46;min;00251"
"2003-01-08;13:00;72;max;00251"
"2003-01-08;19:20;14;min;00251"
"2003-01-09;3:50;92;max;00251"
"2003-01-09;9:05;54;min;00251"
"2003-01-09;13:25;69;max;00251"
"2003-01-09;20:05;28;min;00251"
"2003-01-10;4:25;84;max;00251"
"2003-01-10;11:20;43;min;00251"
"2003-01-10;14:50;49;max;00251"
"2003-01-10;21:00;26;min;00251"
"2003-01-11;4:25;66;max;00251"
"2003-01-11;12:25;20;min;00251"
"2003-01-11;17:05;35;max;00251"
"2003-01-11;21:00;24;min;00251"
"2003-01-12;7:00;66;max;00251"
"2003-01-12;14:20;13;min;00251"
"2003-01-12;19:45;36;max;00251"
"2003-01-13;0:25;13;min;00251"
"2003-01-13;6:55;67;max;00251"
"2003-01-13;14:45;-6;min;00251"
