"Data;Ora;Valore;Tipo;ID staz"
"2002-01-01;0:40;40;max;00251"
"2002-01-01;5:35;3;min;00251"
"2002-01-01;11:10;68;max;00251"
"2002-01-01;18:30;-65;min;00251"
"2002-01-02;1:45;37;max;00251"
"2002-01-02;6:05;-3;min;00251"
"2002-01-02;11:35;47;max;00251"
"2002-01-02;18:40;-58;min;00251"
"2002-01-03;2:00;44;max;00251"
"2002-01-03;7:15;-1;min;00251"
"2002-01-03;12:05;40;max;00251"
"2002-01-03;19:25;-53;min;00251"
"2002-01-04;2:30;33;max;00251"
"2002-01-04;8:30;-12;min;00251"
"2002-01-04;12:55;12;max;00251"
"2002-01-04;19:25;-46;min;00251"
"2002-01-05;4:05;35;max;00251"
"2002-01-05;9:35;-17;min;00251"
"2002-01-05;14:10;3;max;00251"
"2002-01-05;20:30;-38;min;00251"
"2002-01-06;4:40;33;max;00251"
"2002-01-06;11:10;-26;min;00251"
"2002-01-06;16:10;-8;max;00251"
"2002-01-06;21:35;-24;min;00251"
"2002-01-07;5:20;39;max;00251"
"2002-01-07;12:50;-28;min;00251"
"2002-01-07;19:20;-2;max;00251"
"2002-01-07;23:35;-19;min;00251"
"2002-01-08;6:10;34;max;00251"
"2002-01-08;14:10;-41;min;00251"
"2002-01-08;20:30;-1;max;00251"
"2002-01-09;0:40;-14;min;00251"
"2002-01-09;6:45;30;max;00251"
"2002-01-09;15:05;-55;min;00251"
"2002-01-09;21:55;10;max;00251"
"2002-01-10;2:00;-13;min;00251"
"2002-01-10;7:55;37;max;00251"
"2002-01-10;15:15;-63;min;00251"
"2002-01-10;22:15;20;max;00251"
"2002-01-11;2:55;-9;min;00251"
"2002-01-11;8:35;40;max;00251"
"2002-01-11;15:55;-69;min;00251"
"2002-01-11;22:40;28;max;00251"
"2002-01-12;3:35;-13;min;00251"
"2002-01-12;8:55;37;max;00251"
"2002-01-12;16:15;-68;min;00251"
"2002-01-12;23:20;29;max;00251"
"2002-01-13;4:20;-14;min;00251"
"2002-01-13;10:10;40;max;00251"
"2002-01-13;16:30;-60;min;00251"
"2002-01-13;23:50;39;max;00251"
"2002-01-14;5:10;-9;min;00251"
"2002-01-14;10:20;44;max;00251"
"2002-01-14;17:30;-53;min;00251"
"2002-01-15;0:10;35;max;00251"
"2002-01-15;5:25;-8;min;00251"
"2002-01-15;11:00;48;max;00251"
"2002-01-15;17:55;-44;min;00251"
"2002-01-16;1:00;41;max;00251"
"2002-01-16;6:05;-1;min;00251"
"2002-01-16;11:40;52;max;00251"
"2002-01-16;18:20;-42;min;00251"
"2002-01-17;1:30;38;max;00251"
"2002-01-17;6:45;5;min;00251"
"2002-01-17;11:50;47;max;00251"
"2002-01-17;18:40;-38;min;00251"
"2002-01-18;2:15;50;max;00251"
