Data;Ora solare;Valore;Tipo
01/09/2011;06:05;-3; min
01/09/2011;12:50;82; max
01/09/2011;18:55;-1; min
02/09/2011;01:00;59; max
02/09/2011;06:15;4; min
02/09/2011;12:40;75; max
02/09/2011;19:30;6; min
03/09/2011;01:10;47; max
03/09/2011;06:25;14; min
03/09/2011;13:40;69; max
03/09/2011;20:40;14; min
04/09/2011;02:45;36; max
04/09/2011;08:00;29; min
04/09/2011;14:50;78; max
04/09/2011;23:30;19; min
05/09/2011;01:45;28; max
05/09/2011;03:50;23; min
05/09/2011;16:30;69; max
06/09/2011;02:10;4; min
06/09/2011;09:45;58; max
06/09/2011;13:15;43; min
06/09/2011;17:35;60; max
07/09/2011;02:05;-13; min
07/09/2011;09:40;59; max
07/09/2011;14:05;38; min
07/09/2011;18:40;54; max
08/09/2011;02:40;-14; min
08/09/2011;09:55;68; max
08/09/2011;15:30;17; min
08/09/2011;20:40;60; max
09/09/2011;02:45;-12; min
09/09/2011;09:50;73; max
09/09/2011;15:40;8; min
09/09/2011;21:10;60; max
10/09/2011;03:25;-12; min
10/09/2011;09:55;68; max
10/09/2011;16:00;3; min
10/09/2011;21:50;65; max
11/09/2011;04:05;-12; min
11/09/2011;10:40;67; max
11/09/2011;16:10;0; min
11/09/2011;22:25;72; max
12/09/2011;04:45;-12; min
12/09/2011;11:05;71; max
12/09/2011;16:50;-4; min
12/09/2011;22:40;70; max
13/09/2011;04:55;-17; min
13/09/2011;11:20;71; max
13/09/2011;17:15;-3; min
13/09/2011;23:05;65; max
14/09/2011;05:00;-11; min
14/09/2011;11:35;72; max
14/09/2011;17:40;0; min
14/09/2011;23:35;61; max
15/09/2011;05:20;-5; min
15/09/2011;12:00;73; max
15/09/2011;18:25;-3; min
16/09/2011;00:00;56; max
16/09/2011;05:45;-2; min
16/09/2011;12:00;72; max
16/09/2011;18:25;-2; min
17/09/2011;00:30;52; max
17/09/2011;05:45;7; min
17/09/2011;12:30;72; max
17/09/2011;19:15;4; min
18/09/2011;01:15;51; max
18/09/2011;06:15;20; min
18/09/2011;13:05;74; max
18/09/2011;19:00;21; min
19/09/2011;01:30;55; max
19/09/2011;06:25;36; min
19/09/2011;14:50;73; max
19/09/2011;20:50;12; min
20/09/2011;12:40;72; max
20/09/2011;23:35;5; min
21/09/2011;11:00;50; max
22/09/2011;00:55;-1; min
22/09/2011;08:55;60; max
22/09/2011;14:15;26; min
22/09/2011;19:30;50; max
23/09/2011;01:35;-7; min
23/09/2011;08:25;70; max
23/09/2011;14:25;17; min
23/09/2011;19:55;59; max
24/09/2011;02:25;-4; min
24/09/2011;08:55;68; max
24/09/2011;15:00;8; min
24/09/2011;21:05;65; max
25/09/2011;03:25;-10; min
25/09/2011;09:40;71; max
25/09/2011;15:50;-3; min
25/09/2011;21:35;70; max
26/09/2011;03:50;-21; min
26/09/2011;10:20;71; max
26/09/2011;16:10;-11; min
26/09/2011;22:15;67; max
27/09/2011;04:20;-23; min
27/09/2011;10:45;76; max
27/09/2011;17:05;-16; min
27/09/2011;22:55;59; max
28/09/2011;04:40;-23; min
28/09/2011;11:20;83; max
28/09/2011;17:45;-23; min
28/09/2011;23:35;48; max
29/09/2011;04:55;-11; min
29/09/2011;11:35;83; max
29/09/2011;18:25;-34; min
30/09/2011;00:40;44; max
30/09/2011;05:20;0; min
30/09/2011;11:55;76; max
30/09/2011;18:40;-35; min
01/10/2011;01:25;39; max
01/10/2011;05:50;10; min
01/10/2011;12:05;65; max
01/10/2011;19:20;-26; min
02/10/2011;02:05;34; max
02/10/2011;06:15;13; min
02/10/2011;12:35;49; max
02/10/2011;19:40;-16; min
03/10/2011;03:20;30; max
03/10/2011;07:00;24; min
03/10/2011;13:00;43; max
03/10/2011;21:10;-2; min
04/10/2011;06:50;37; max
04/10/2011;12:20;26; min
04/10/2011;15:55;30; max
04/10/2011;23:30;-2; min
05/10/2011;07:20;45; max
05/10/2011;13:25;19; min
05/10/2011;18:15;38; max
06/10/2011;00:45;-3; min
06/10/2011;08:15;51; max
06/10/2011;13:55;15; min
06/10/2011;19:30;52; max
07/10/2011;01:50;6; min
07/10/2011;08:55;76; max
07/10/2011;15:15;4; min
07/10/2011;19:50;59; max
08/10/2011;03:10;-16; min
08/10/2011;09:10;71; max
08/10/2011;15:15;8; min
08/10/2011;20:25;60; max
09/10/2011;03:20;-16; min
09/10/2011;09:15;74; max
09/10/2011;15:50;-7; min
09/10/2011;21:20;53; max
10/10/2011;02:55;-17; min
10/10/2011;09:25;68; max
10/10/2011;16:20;-16; min
10/10/2011;22:05;44; max
11/10/2011;03:55;-8; min
11/10/2011;10:10;73; max
11/10/2011;16:40;-22; min
11/10/2011;23:00;55; max
12/10/2011;04:25;3; min
12/10/2011;10:20;78; max
12/10/2011;16:40;-18; min
12/10/2011;23:25;68; max
13/10/2011;04:40;12; min
13/10/2011;10:40;80; max
13/10/2011;17:15;-14; min
13/10/2011;23:40;70; max
14/10/2011;05:10;10; min
14/10/2011;11:00;74; max
14/10/2011;18:00;-11; min
14/10/2011;23:50;62; max
15/10/2011;06:05;10; min
15/10/2011;11:20;69; max
15/10/2011;18:20;-15; min
16/10/2011;00:30;47; max
16/10/2011;05:35;7; min
16/10/2011;11:40;63; max
16/10/2011;19:05;-12; min
17/10/2011;01:30;44; max
17/10/2011;06:20;11; min
17/10/2011;12:10;57; max
17/10/2011;19:20;-14; min
18/10/2011;02:25;37; max
18/10/2011;06:20;18; min
18/10/2011;12:20;55; max
18/10/2011;20:10;-2; min
19/10/2011;03:25;42; max
19/10/2011;07:20;32; min
19/10/2011;13:00;51; max
19/10/2011;21:10;20; min
20/10/2011;05:45;55; max
20/10/2011;10:25;42; min
20/10/2011;11:55;46; max
20/10/2011;13:40;34; min
20/10/2011;19:25;54; max
21/10/2011;00:40;10; min
21/10/2011;08:20;62; max
21/10/2011;13:25;22; min
21/10/2011;18:30;52; max
22/10/2011;01:20;-11; min
22/10/2011;07:55;67; max
22/10/2011;14:05;13; min
22/10/2011;19:25;48; max
23/10/2011;01:10;-12; min
23/10/2011;08:20;69; max
23/10/2011;14:55;-3; min
23/10/2011;20:40;48; max
24/10/2011;02:20;-8; min
24/10/2011;08:45;76; max
24/10/2011;15:30;-16; min
24/10/2011;21:45;59; max
25/10/2011;03:00;0; min
25/10/2011;09:30;89; max
25/10/2011;16:00;-9; min
25/10/2011;22:25;93; max
26/10/2011;04:15;30; min
26/10/2011;09:50;103; max
26/10/2011;16:45;-5; min
26/10/2011;22:50;75; max
27/10/2011;04:35;8; min
27/10/2011;10:45;87; max
27/10/2011;17:15;-15; min
27/10/2011;23:40;65; max
28/10/2011;04:55;9; min
28/10/2011;11:15;84; max
28/10/2011;17:55;-19; min
29/10/2011;00:20;56; max
29/10/2011;05:20;12; min
29/10/2011;11:25;78; max
29/10/2011;18:50;-23; min
30/10/2011;01:05;50; max
30/10/2011;05:45;18; min
30/10/2011;11:35;69; max
30/10/2011;18:45;-19; min
31/10/2011;02:40;43; max
31/10/2011;07:00;31; min
31/10/2011;12:15;54; max
31/10/2011;19:55;-13; min
01/11/2011;03:35;48; max
01/11/2011;08:40;27; min
01/11/2011;13:15;46; max
01/11/2011;20:20;-7; min
02/11/2011;04:40;48; max
02/11/2011;10:15;29; min
02/11/2011;13:00;34; max
02/11/2011;21:35;0; min
03/11/2011;06:20;49; max
03/11/2011;13:50;21; min
03/11/2011;17:35;26; max
03/11/2011;23:20;10; min
04/11/2011;07:20;64; max
04/11/2011;13:55;20; min
04/11/2011;19:55;57; max
05/11/2011;01:00;27; min
05/11/2011;08:05;86; max
05/11/2011;14:20;27; min
05/11/2011;19:50;72; max
06/11/2011;01:40;30; min
06/11/2011;08:35;100; max
06/11/2011;15:00;39; min
06/11/2011;19:40;72; max
07/11/2011;01:15;32; min
07/11/2011;08:50;100; max
07/11/2011;15:50;18; min
07/11/2011;21:35;66; max
08/11/2011;02:35;30; min
08/11/2011;09:30;98; max
08/11/2011;16:30;6; min
08/11/2011;22:00;71; max
09/11/2011;03:25;24; min
09/11/2011;09:25;87; max
09/11/2011;16:25;-6; min
09/11/2011;22:30;69; max
10/11/2011;03:40;16; min
10/11/2011;09:40;79; max
10/11/2011;16:45;-14; min
10/11/2011;23:15;64; max
11/11/2011;04:00;21; min
11/11/2011;10:15;87; max
11/11/2011;17:10;-8; min
11/11/2011;23:30;67; max
12/11/2011;04:50;19; min
12/11/2011;10:40;79; max
12/11/2011;17:40;-17; min
13/11/2011;00:00;59; max
13/11/2011;05:15;16; min
13/11/2011;11:05;72; max
13/11/2011;18:20;-25; min
14/11/2011;00:40;49; max
14/11/2011;05:50;15; min
14/11/2011;11:20;66; max
14/11/2011;18:35;-23; min
15/11/2011;01:15;49; max
15/11/2011;06:10;20; min
15/11/2011;11:40;59; max
15/11/2011;19:00;-15; min
16/11/2011;02:15;52; max
16/11/2011;07:25;28; min
16/11/2011;12:35;52; max
16/11/2011;19:50;-8; min
17/11/2011;03:15;51; max
17/11/2011;08:20;23; min
17/11/2011;13:05;41; max
17/11/2011;20:30;-6; min
18/11/2011;04:30;46; max
18/11/2011;10:05;18; min
18/11/2011;14:35;27; max
18/11/2011;22:20;-4; min
19/11/2011;05:40;51; max
19/11/2011;12:10;5; min
19/11/2011;18:00;24; max
19/11/2011;23:40;-7; min
20/11/2011;06:35;54; max
20/11/2011;13:30;-7; min
20/11/2011;19:25;32; max
21/11/2011;00:35;-4; min
21/11/2011;07:30;63; max
21/11/2011;14:30;-17; min
21/11/2011;20:20;40; max
22/11/2011;01:30;-3; min
22/11/2011;07:50;71; max
22/11/2011;15:05;-16; min
22/11/2011;21:25;56; max
23/11/2011;02:30;13; min
23/11/2011;08:40;75; max
23/11/2011;15:50;-20; min
23/11/2011;22:25;65; max
24/11/2011;03:25;12; min
24/11/2011;09:15;79; max
24/11/2011;16:35;-25; min
24/11/2011;22:50;57; max
25/11/2011;04:10;7; min
25/11/2011;09:55;79; max
25/11/2011;17:15;-28; min
25/11/2011;23:45;55; max
26/11/2011;05:00;9; min
26/11/2011;10:30;73; max
26/11/2011;17:55;-39; min
27/11/2011;00:50;47; max
27/11/2011;05:25;7; min
27/11/2011;11:25;64; max
27/11/2011;18:15;-41; min
28/11/2011;00:55;46; max
28/11/2011;06:20;9; min
28/11/2011;11:30;50; max
28/11/2011;18:25;-42; min
29/11/2011;02:10;38; max
29/11/2011;07:00;10; min
29/11/2011;11:55;35; max
29/11/2011;19:15;-29; min
30/11/2011;02:45;44; max
30/11/2011;08:50;6; min
30/11/2011;13:05;29; max
30/11/2011;19:50;-29; min
01/12/2011;03:35;38; max
01/12/2011;08:45;5; min
01/12/2011;13:25;22; max
01/12/2011;19:55;-17; min
02/12/2011;04:30;42; max
02/12/2011;10:35;14; min
02/12/2011;13:55;20; max
02/12/2011;21:50;2; min
03/12/2011;05:55;49; max
03/12/2011;13:10;9; min
03/12/2011;18:55;28; max
03/12/2011;23:20;13; min
04/12/2011;06:05;61; max
04/12/2011;13:30;1; min
04/12/2011;20:05;33; max
04/12/2011;23:45;18; min
05/12/2011;07:15;73; max
05/12/2011;14:40;6; min
05/12/2011;19:50;43; max
06/12/2011;01:15;18; min
06/12/2011;07:30;71; max
06/12/2011;15:10;-7; min
06/12/2011;21:00;44; max
07/12/2011;01:45;15; min
07/12/2011;08:30;73; max
07/12/2011;16:00;-13; min
07/12/2011;22:05;49; max
08/12/2011;01:55;27; min
08/12/2011;08:35;79; max
08/12/2011;16:15;-34; min
08/12/2011;23:15;52; max
09/12/2011;03:00;36; min
09/12/2011;08:50;82; max
09/12/2011;16:40;-27; min
09/12/2011;23:40;69; max
10/12/2011;04:25;36; min
10/12/2011;09:25;75; max
10/12/2011;16:40;-28; min
10/12/2011;23:55;72; max
11/12/2011;05:05;26; min
11/12/2011;10:20;69; max
11/12/2011;17:10;-21; min
12/12/2011;00:10;69; max
12/12/2011;05:30;24; min
12/12/2011;11:25;75; max
12/12/2011;17:55;-6; min
13/12/2011;00:20;72; max
13/12/2011;05:55;18; min
13/12/2011;11:45;67; max
13/12/2011;18:10;-14; min
14/12/2011;01:10;69; max
14/12/2011;06:25;24; min
14/12/2011;12:35;74; max
14/12/2011;18:35;6; min
15/12/2011;01:40;73; max
15/12/2011;07:15;27; min
15/12/2011;12:55;71; max
15/12/2011;20:20;1; min
16/12/2011;02:45;60; max
16/12/2011;08:20;21; min
16/12/2011;14:50;76; max
16/12/2011;21:15;36; min
17/12/2011;03:30;82; max
17/12/2011;08:15;22; min
17/12/2011;14:10;48; max
17/12/2011;19:00;3; min
18/12/2011;02:40;74; max
18/12/2011;09:10;36; min
18/12/2011;12:50;43; max
18/12/2011;16:15;31; min
18/12/2011;18:45;40; max
18/12/2011;22:55;33; min
19/12/2011;05:20;73; max
19/12/2011;13:50;-1; min
19/12/2011;19:30;45; max
20/12/2011;00:05;20; min
20/12/2011;06:30;71; max
20/12/2011;13:55;-5; min
20/12/2011;20:20;48; max
21/12/2011;00:25;22; min
21/12/2011;07:05;85; max
21/12/2011;15:20;-13; min
21/12/2011;22:05;56; max
22/12/2011;02:25;29; min
22/12/2011;07:30;72; max
22/12/2011;15:40;-41; min
22/12/2011;23:05;47; max
23/12/2011;03:15;20; min
23/12/2011;08:30;65; max
23/12/2011;16:10;-48; min
23/12/2011;23:45;57; max
24/12/2011;04:00;25; min
24/12/2011;09:35;74; max
24/12/2011;16:55;-31; min
25/12/2011;00:00;65; max
25/12/2011;05:05;20; min
25/12/2011;11:00;76; max
25/12/2011;17:45;-32; min
26/12/2011;00:15;52; max
26/12/2011;05:25;3; min
26/12/2011;11:05;62; max
26/12/2011;18:10;-47; min
27/12/2011;01:05;47; max
27/12/2011;06:20;7; min
27/12/2011;11:25;50; max
27/12/2011;18:25;-55; min
28/12/2011;01:50;48; max
28/12/2011;07:05;5; min
28/12/2011;11:30;37; max
28/12/2011;18:30;-48; min
29/12/2011;02:10;55; max
29/12/2011;07:55;5; min
29/12/2011;12:20;32; max
29/12/2011;18:50;-33; min
30/12/2011;02:35;52; max
30/12/2011;08:50;5; min
30/12/2011;13:45;30; max
30/12/2011;19:45;-11; min
31/12/2011;02:35;41; max
31/12/2011;09:30;-6; min
31/12/2011;14:35;32; max
31/12/2011;20:00;-2; min
