"Data;Ora;Valore;Tipo;ID staz"
"1984-01-01;2:40;-3;min;00251"
"1984-01-01;9:00;58;max;00251"
"1984-01-01;16:15;-42;min;00251"
"1984-01-01;22:45;40;max;00251"
"1984-01-02;3:25;2;min;00251"
"1984-01-02;9:25;63;max;00251"
"1984-01-02;16:45;-42;min;00251"
"1984-01-02;23:25;42;max;00251"
"1984-01-03;4:15;9;min;00251"
"1984-01-03;10:00;66;max;00251"
"1984-01-03;17:15;-38;min;00251"
"1984-01-04;0:15;62;max;00251"
"1984-01-04;5:10;26;min;00251"
"1984-01-04;10:25;71;max;00251"
"1984-01-04;18:10;-44;min;00251"
"1984-01-05;0:35;40;max;00251"
"1984-01-05;5:45;5;min;00251"
"1984-01-05;11:00;47;max;00251"
"1984-01-05;18:10;-47;min;00251"
"1984-01-06;1:10;49;max;00251"
"1984-01-06;6:30;1;min;00251"
"1984-01-06;11:50;41;max;00251"
"1984-01-06;18:25;-51;min;00251"
"1984-01-07;1:30;31;max;00251"
"1984-01-07;6:40;-2;min;00251"
"1984-01-07;12:00;41;max;00251"
"1984-01-07;18:40;-35;min;00251"
"1984-01-08;2:30;48;max;00251"
"1984-01-08;7:40;21;min;00251"
"1984-01-08;12:20;47;max;00251"
"1984-01-08;19:10;-20;min;00251"
"1984-01-09;2:40;59;max;00251"
"1984-01-09;8:25;16;min;00251"
"1984-01-09;12:15;38;max;00251"
"1984-01-09;19:15;-15;min;00251"
"1984-01-10;3:05;47;max;00251"
"1984-01-10;10:30;1;min;00251"
"1984-01-10;14:55;19;max;00251"
"1984-01-10;20:25;-5;min;00251"
"1984-01-11;3:50;43;max;00251"
"1984-01-11;11:10;-4;min;00251"
"1984-01-11;15:00;18;max;00251"
"1984-01-11;21:00;-9;min;00251"
"1984-01-12;5:05;32;max;00251"
"1984-01-12;12:30;-3;min;00251"
"1984-01-12;18:30;16;max;00251"
"1984-01-12;23:35;0;min;00251"
"1984-01-13;6:00;35;max;00251"
"1984-01-13;14:25;-34;min;00251"
"1984-01-13;20:55;26;max;00251"
"1984-01-14;0:40;13;min;00251"
"1984-01-14;6:30;57;max;00251"
"1984-01-14;14:15;-25;min;00251"
"1984-01-14;21:30;49;max;00251"
"1984-01-15;1:30;35;min;00251"
"1984-01-15;7:30;70;max;00251"
"1984-01-15;15:10;-26;min;00251"
"1984-01-15;22:10;46;max;00251"
"1984-01-16;2:55;8;min;00251"
"1984-01-16;7:50;60;max;00251"
"1984-01-16;16:10;-56;min;00251"
"1984-01-16;22:20;39;max;00251"
"1984-01-17;3:05;12;min;00251"
"1984-01-17;9:15;72;max;00251"
"1984-01-17;16:40;-55;min;00251"
"1984-01-17;23:55;56;max;00251"
"1984-01-18;4:40;16;min;00251"
"1984-01-18;9:45;64;max;00251"
"1984-01-18;16:50;-69;min;00251"
"1984-01-19;0:10;56;max;00251"
"1984-01-19;5:15;3;min;00251"
"1984-01-19;10:25;54;max;00251"
"1984-01-19;17:25;-55;min;00251"
"1984-01-20;0:20;62;max;00251"
"1984-01-20;5:50;4;min;00251"
"1984-01-20;11:10;57;max;00251"
"1984-01-20;18:20;-47;min;00251"
"1984-01-21;1:35;44;max;00251"
"1984-01-21;6:30;9;min;00251"
"1984-01-21;12:00;52;max;00251"
"1984-01-21;19:00;-46;min;00251"
"1984-01-22;2:15;69;max;00251"
"1984-01-22;8:05;8;min;00251"
"1984-01-22;12:10;46;max;00251"
"1984-01-22;19:20;-38;min;00251"
"1984-01-23;2:35;72;max;00251"
"1984-01-23;9:10;0;min;00251"
"1984-01-23;13:00;24;max;00251"
"1984-01-23;18:45;-24;min;00251"
"1984-01-24;3:30;100;max;00251"
"1984-01-24;10:50;14;min;00251"
"1984-01-24;13:45;23;max;00251"
"1984-01-24;19:45;-11;min;00251"
"1984-01-24;21:00;-6;max;00251"
"1984-01-24;22:40;-11;min;00251"
"1984-01-25;4:05;73;max;00251"
"1984-01-25;10:40;21;min;00251"
"1984-01-25;11:30;23;max;00251"
"1984-01-25;20:50;-10;min;00251"
"1984-01-26;4:15;64;max;00251"
"1984-01-26;14:50;-24;min;00251"
"1984-01-27;6:00;63;max;00251"
"1984-01-27;14:25;-32;min;00251"
"1984-01-27;22:00;50;max;00251"
"1984-01-28;1:40;44;min;00251"
"1984-01-28;6:25;56;max;00251"
"1984-01-28;14:20;-26;min;00251"
"1984-01-28;22:00;53;max;00251"
"1984-01-29;3:35;19;min;00251"
"1984-01-29;7:35;38;max;00251"
"1984-01-29;14:50;-32;min;00251"
"1984-01-29;21:50;43;max;00251"
"1984-01-30;3:50;-5;min;00251"
"1984-01-30;9:00;33;max;00251"
"1984-01-30;15:50;-37;min;00251"
"1984-01-30;22:20;43;max;00251"
"1984-01-31;3:45;-10;min;00251"
"1984-01-31;9:40;55;max;00251"
"1984-01-31;16:00;-33;min;00251"
"1984-01-31;22:45;42;max;00251"
"1984-02-01;3:30;5;min;00251"
"1984-02-01;10:00;63;max;00251"
"1984-02-01;17:15;-39;min;00251"
"1984-02-01;23:40;41;max;00251"
"1984-02-02;4:15;8;min;00251"
"1984-02-02;10:35;68;max;00251"
"1984-02-02;17:55;-48;min;00251"
"1984-02-03;0:15;39;max;00251"
"1984-02-03;5:30;-3;min;00251"
"1984-02-03;10:45;52;max;00251"
"1984-02-03;17:45;-52;min;00251"
"1984-02-04;1:10;53;max;00251"
"1984-02-04;6:00;6;min;00251"
"1984-02-04;11:00;54;max;00251"
"1984-02-04;17:45;-53;min;00251"
"1984-02-05;0:45;42;max;00251"
"1984-02-05;6:25;-8;min;00251"
"1984-02-05;11:30;34;max;00251"
"1984-02-05;18:10;-50;min;00251"
"1984-02-06;1:35;45;max;00251"
"1984-02-06;7:30;-9;min;00251"
"1984-02-06;12:10;30;max;00251"
"1984-02-06;18:00;-46;min;00251"
"1984-02-07;2:00;46;max;00251"
"1984-02-07;7:20;4;min;00251"
"1984-02-07;13:05;44;max;00251"
"1984-02-07;18:40;-10;min;00251"
"1984-02-08;1:45;57;max;00251"
"1984-02-08;9:35;-1;min;00251"
"1984-02-08;14:35;32;max;00251"
"1984-02-08;18:40;2;min;00251"
"1984-02-09;2:10;70;max;00251"
"1984-02-09;10:40;-26;min;00251"
"1984-02-10;1:15;48;max;00251"
"1984-02-10;10:10;-38;min;00251"
"1984-02-10;21:05;27;max;00251"
"1984-02-11;11:30;-26;min;00251"
