Data;Ora solare;Valore ;Tipo
2012-08-26;17:30;73; max
2012-08-27;03:20;-18; min
2012-08-27;08:10;60; max
2012-08-27;13:45;9; min
2012-08-27;18:30;53; max
2012-08-28;02:35;-22; min
2012-08-28;09:25;59; max
2012-08-28;15:30;21; min
2012-08-28;20:20;57; max
2012-08-29;03:10;-18; min
2012-08-29;10:20;69; max
2012-08-29;16:15;3; min
2012-08-29;21:45;61; max
2012-08-30;04:00;-23; min
2012-08-30;10:25;70; max
2012-08-30;16:25;-3; min
2012-08-30;22:10;70; max
2012-08-31;04:15;-13; min
2012-08-31;11:05;78; max
2012-08-31;16:15;12; min
2012-08-31;22:00;81; max
2012-09-01;05:00;-14; min
2012-09-01;11:15;72; max
2012-09-01;17:45;8; min
2012-09-01;23:20;78; max
2012-09-02;05:35;-20; min
2012-09-02;12:10;73; max
2012-09-02;18:00;-3; min
2012-09-02;23:40;62; max
2012-09-03;05:20;-11; min
2012-09-03;11:30;83; max
2012-09-03;18:35;-6; min
2012-09-04;00:00;49; max
2012-09-04;05:40;-6; min
2012-09-04;12:50;78; max
2012-09-04;19:55;-2; min
2012-09-05;01:05;48; max
2012-09-05;05:45;11; min
2012-09-05;13:00;68; max
2012-09-05;19:35;-2; min
2012-09-06;01:50;47; max
2012-09-06;06:55;9; min
2012-09-06;13:00;67; max
2012-09-06;20:15;-3; min
2012-09-07;01:35;37; max
2012-09-07;06:15;13; min
2012-09-07;12:55;52; max
2012-09-07;20:35;2; min
2012-09-08;03:15;20; max
2012-09-08;05:55;17; min
2012-09-08;12:15;48; max
2012-09-08;23:55;2; min
2012-09-09;07:45;37; max
2012-09-09;10:30;34; min
2012-09-09;15:30;44; max
2012-09-10;00:35;0; min
2012-09-10;08:35;45; max
2012-09-10;13:20;31; min
2012-09-10;18:15;46; max
2012-09-11;01:55;-3; min
2012-09-11;08:40;51; max
2012-09-11;14:05;22; min
2012-09-11;20:00;55; max
2012-09-12;02:45;-6; min
2012-09-12;09:20;64; max
2012-09-12;14:25;21; min
2012-09-12;21:15;85; max
2012-09-13;03:30;-10; min
2012-09-13;09:30;68; max
2012-09-13;14:55;11; min
2012-09-13;20:50;87; max
2012-09-14;03:45;-8; min
2012-09-14;10:40;74; max
2012-09-14;15:25;34; min
2012-09-14;21:00;93; max
2012-09-15;04:10;-11; min
2012-09-15;10:50;86; max
2012-09-15;17:25;16; min
2012-09-15;22:15;64; max
2012-09-16;04:40;-19; min
2012-09-16;11:35;92; max
2012-09-16;18:00;-5; min
2012-09-16;23:10;62; max
2012-09-17;04:45;-13; min
2012-09-17;11:35;93; max
2012-09-17;18:00;-12; min
2012-09-17;23:50;59; max
2012-09-18;05:15;2; min
2012-09-18;11:40;87; max
2012-09-18;18:10;-13; min
2012-09-19;00:35;61; max
2012-09-19;05:55;14; min
2012-09-19;12:10;82; max
2012-09-19;19:10;-4; min
2012-09-20;01:35;66; max
2012-09-20;07:45;16; min
2012-09-20;12:35;65; max
2012-09-20;19:50;-10; min
2012-09-21;02:00;49; max
2012-09-21;06:55;14; min
2012-09-21;12:50;57; max
2012-09-21;20:10;0; min
2012-09-22;03:25;37; max
2012-09-22;06:55;28; min
2012-09-22;14:00;56; max
2012-09-22;22:05;10; min
2012-09-23;08:10;44; max
2012-09-23;11:20;38; min
2012-09-23;17:20;51; max
2012-09-24;00:35;4; min
2012-09-24;08:40;59; max
2012-09-24;13:25;41; min
2012-09-24;17:35;82; max
2012-09-25;01:55;9; min
2012-09-25;08:35;62; max
2012-09-25;13:35;15; min
2012-09-25;19:45;77; max
2012-09-26;02:35;-3; min
2012-09-26;08:55;69; max
2012-09-26;14:05;29; min
2012-09-26;20:00;76; max
2012-09-27;02:35;7; min
2012-09-27;09:45;89; max
2012-09-27;16:00;20; min
2012-09-27;21:30;64; max
2012-09-28;03:20;-9; min
2012-09-28;10:05;81; max
2012-09-28;16:30;-8; min
2012-09-28;22:05;60; max
2012-09-29;03:45;-7; min
2012-09-29;10:20;82; max
2012-09-29;16:50;-11; min
2012-09-29;22:40;72; max
2012-09-30;04:35;4; min
2012-09-30;10:55;79; max
2012-09-30;16:45;-8; min
2012-09-30;23:05;77; max
2012-10-01;04:30;16; min
2012-10-01;10:40;82; max
2012-10-01;17:35;-5; min
2012-10-01;23:30;74; max
2012-10-02;05:20;9; min
2012-10-02;11:05;80; max
2012-10-02;17:40;-1; min
2012-10-03;00:10;67; max
2012-10-03;05:30;11; min
2012-10-03;11:35;76; max
2012-10-03;18:20;-3; min
2012-10-04;00:30;59; max
2012-10-04;05:55;12; min
2012-10-04;12:10;71; max
2012-10-04;18:45;-3; min
2012-10-05;00:45;53; max
2012-10-05;05:55;15; min
2012-10-05;12:00;61; max
2012-10-05;19:05;-1; min
2012-10-06;01:05;42; max
2012-10-06;05:45;25; min
2012-10-06;12:15;54; max
2012-10-06;19:55;11; min
2012-10-07;02:50;41; max
2012-10-07;07:20;32; min
2012-10-07;12:55;53; max
2012-10-07;22:25;18; min
2012-10-08;05:20;50; max
2012-10-08;09:35;35; min
2012-10-08;15:15;43; max
2012-10-08;23:45;6; min
2012-10-09;08:40;53; max
2012-10-09;14:10;43; min
2012-10-09;18:00;51; max
2012-10-10;01:05;0; min
2012-10-10;08:10;65; max
2012-10-10;14:00;29; min
2012-10-10;19:20;52; max
2012-10-11;01:50;-1; min
2012-10-11;08:35;73; max
2012-10-11;14:30;14; min
2012-10-11;20:15;59; max
2012-10-12;02:10;6; min
2012-10-12;08:55;87; max
2012-10-12;15:15;16; min
2012-10-12;20:50;67; max
2012-10-13;03:00;2; min
2012-10-13;09:20;89; max
2012-10-13;15:40;6; min
2012-10-13;21:30;73; max
2012-10-14;03:20;9; min
2012-10-14;09:50;96; max
2012-10-14;16:10;-3; min
2012-10-14;22:35;85; max
2012-10-15;04:00;26; min
2012-10-15;10:35;105; max
2012-10-15;16:45;9; min
2012-10-15;23:10;98; max
2012-10-16;04:50;23; min
2012-10-16;11:05;91; max
2012-10-16;17:15;-1; min
2012-10-16;23:40;83; max
2012-10-17;05:25;8; min
2012-10-17;11:35;85; max
2012-10-17;18:10;-7; min
2012-10-18;00:10;67; max
2012-10-18;05:45;8; min
2012-10-18;11:55;82; max
2012-10-18;18:40;-11; min
2012-10-19;00:50;49; max
2012-10-19;06:00;14; min
2012-10-19;12:15;73; max
2012-10-19;19:35;-12; min
2012-10-20;02:20;43; max
2012-10-20;06:35;24; min
2012-10-20;12:25;64; max
2012-10-20;20:15;-9; min
2012-10-21;04:55;46; max
2012-10-21;09:00;38; min
2012-10-21;13:35;52; max
2012-10-21;21:10;1; min
2012-10-22;06:55;62; max
2012-10-22;13:40;36; min
2012-10-22;15:10;39; max
2012-10-22;23:10;8; min
2012-10-23;06:50;66; max
2012-10-23;13:35;21; min
2012-10-23;18:30;45; max
2012-10-24;00:15;11; min
2012-10-24;07:35;72; max
2012-10-24;14:05;16; min
2012-10-24;19:35;56; max
2012-10-25;01:20;11; min
2012-10-25;08:05;76; max
2012-10-25;14:35;11; min
2012-10-25;20:25;63; max
2012-10-26;02:10;14; min
2012-10-26;09:00;83; max
2012-10-26;15:10;14; min
2012-10-26;21:40;89; max
2012-10-27;02:55;46; min
2012-10-27;09:05;127; max
2012-10-27;15:30;31; min
2012-10-27;21:45;92; max
2012-10-28;02:35;52; min
2012-10-28;09:20;123; max
2012-10-28;16:35;31; min
2012-10-28;22:35;103; max
2012-10-29;04:35;50; min
2012-10-29;10:40;103; max
2012-10-29;17:10;13; min
2012-10-29;23:05;86; max
2012-10-30;04:25;22; min
2012-10-30;10:50;100; max
2012-10-30;17:20;6; min
2012-10-30;23:05;77; max
2012-10-31;04:30;27; min
2012-10-31;11:00;105; max
2012-10-31;17:10;27; min
2012-11-01;01:40;143; max
2012-11-01;06:45;117; min
2012-11-01;10:20;138; max
2012-11-01;18:15;-2; min
2012-11-02;02:35;112; max
2012-11-02;07:05;83; min
2012-11-02;10:05;94; max
2012-11-02;17:55;7; min
2012-11-03;01:35;108; max
2012-11-03;07:25;50; min
2012-11-03;11:40;71; max
2012-11-03;18:05;25; min
2012-11-04;00:55;89; max
2012-11-04;07:20;41; min
2012-11-04;14:10;92; max
2012-11-04;19:25;59; min
2012-11-05;01:40;110; max
2012-11-05;07:45;77; min
2012-11-05;13:20;105; max
2012-11-05;21:45;30; min
2012-11-06;04:15;66; max
2012-11-06;07:25;59; min
2012-11-06;13:25;86; max
2012-11-06;23:15;19; min
2012-11-07;06:15;70; max
2012-11-07;15:05;45; min
2012-11-07;16:00;49; max
2012-11-07;23:15;2; min
2012-11-08;07:15;71; max
2012-11-08;13:50;24; min
2012-11-08;18:30;37; max
2012-11-09;00:15;7; min
2012-11-09;07:25;81; max
2012-11-09;14:25;-1; min
2012-11-09;19:55;40; max
2012-11-10;00:50;5; min
2012-11-10;07:40;81; max
2012-11-10;14:45;-4; min
2012-11-10;21:25;70; max
2012-11-11;01:50;51; min
2012-11-11;09:25;149; max
2012-11-11;16:05;56; min
2012-11-11;21:20;99; max
2012-11-12;03:40;25; min
2012-11-12;09:15;102; max
2012-11-12;16:30;-12; min
2012-11-12;22:10;67; max
2012-11-13;03:30;0; min
2012-11-13;09:30;85; max
2012-11-13;16:45;-30; min
2012-11-13;22:35;51; max
2012-11-14;03:55;3; min
2012-11-14;10:15;86; max
2012-11-14;17:35;-27; min
2012-11-15;00:15;54; max
2012-11-15;04:50;13; min
2012-11-15;10:45;84; max
2012-11-15;18:00;-33; min
2012-11-16;00:55;52; max
2012-11-16;05:25;19; min
2012-11-16;11:20;70; max
2012-11-16;18:40;-37; min
2012-11-17;01:35;53; max
2012-11-17;06:15;17; min
2012-11-17;11:40;58; max
2012-11-17;18:50;-26; min
2012-11-18;02:00;51; max
2012-11-18;08:00;22; min
2012-11-18;12:35;46; max
2012-11-18;19:40;-13; min
2012-11-19;03:40;54; max
2012-11-19;09:10;28; min
2012-11-19;13:55;51; max
2012-11-19;20:25;2; min
2012-11-20;04:45;60; max
2012-11-20;10:25;35; min
2012-11-20;13:15;41; max
2012-11-20;22:20;7; min
2012-11-21;06:00;61; max
2012-11-21;13:05;20; min
2012-11-21;17:40;31; max
2012-11-21;23:20;7; min
2012-11-22;06:45;65; max
2012-11-22;14:00;5; min
2012-11-22;19:10;35; max
2012-11-23;00:00;10; min
2012-11-23;06:55;68; max
2012-11-23;14:20;-3; min
2012-11-23;20:20;41; max
2012-11-24;01:15;13; min
2012-11-24;07:35;65; max
2012-11-24;14:40;-16; min
2012-11-24;21:05;45; max
2012-11-25;02:00;11; min
2012-11-25;08:25;65; max
2012-11-25;15:30;-18; min
2012-11-25;21:35;51; max
2012-11-26;02:40;10; min
2012-11-26;08:45;73; max
2012-11-26;15:50;-18; min
2012-11-26;22:15;59; max
2012-11-27;03:10;20; min
2012-11-27;09:40;80; max
2012-11-27;15:40;4; min
2012-11-27;22:55;87; max
2012-11-28;03:40;48; min
2012-11-28;09:40;103; max
2012-11-28;16:40;28; min
2012-11-28;22:20;127; max
2012-11-29;05:50;47; min
2012-11-29;11:15;86; max
2012-11-29;16:30;40; min
2012-11-29;23:10;108; max
2012-11-30;05:35;44; min
2012-11-30;11:35;107; max
2012-11-30;17:45;37; min
2012-11-30;23:30;80; max
2012-12-01;05:05;32; min
2012-12-01;12:10;104; max
2012-12-01;19:10;14; min
2012-12-02;01:00;71; max
2012-12-02;05:45;38; min
2012-12-02;11:45;96; max
2012-12-02;19:15;-3; min
2012-12-03;02:00;68; max
2012-12-03;06:10;48; min
2012-12-03;11:30;84; max
2012-12-03;19:40;-14; min
2012-12-04;04:20;73; max
2012-12-04;07:50;58; min
2012-12-04;12:15;80; max
2012-12-04;20:15;12; min
2012-12-05;03:00;82; max
2012-12-05;09:45;33; min
2012-12-05;15:40;57; max
2012-12-05;20:15;24; min
2012-12-06;03:40;81; max
2012-12-06;10:00;27; min
2012-12-06;15:00;52; max
2012-12-06;21:55;25; min
2012-12-07;04:35;71; max
2012-12-07;11:00;36; min
2012-12-07;18:00;59; max
2012-12-07;23:20;39; min
2012-12-08;06:25;82; max
2012-12-08;14:00;16; min
2012-12-08;20:15;47; max
2012-12-09;01:25;33; min
2012-12-09;07:10;77; max
2012-12-09;14:40;-14; min
2012-12-09;21:25;57; max
2012-12-10;01:10;29; min
2012-12-10;07:50;85; max
2012-12-10;15:10;-7; min
2012-12-10;21:30;71; max
2012-12-11;02:25;29; min
2012-12-11;08:15;88; max
2012-12-11;15:55;-21; min
2012-12-11;22:50;70; max
2012-12-12;04:05;32; min
2012-12-12;09:15;83; max
2012-12-12;16:25;-28; min
2012-12-12;23:15;72; max
2012-12-13;04:20;14; min
2012-12-13;10:15;79; max
2012-12-13;17:00;-24; min
2012-12-13;23:40;65; max
2012-12-14;05:00;12; min
2012-12-14;11:10;85; max
2012-12-14;17:50;-12; min
2012-12-15;00:25;67; max
2012-12-15;05:40;21; min
2012-12-15;12:00;99; max
2012-12-15;19:00;-7; min
2012-12-16;01:15;60; max
2012-12-16;06:30;16; min
2012-12-16;12:10;83; max
2012-12-16;19:25;-17; min
2012-12-17;02:15;61; max
2012-12-17;07:25;28; min
2012-12-17;12:30;71; max
2012-12-17;19:35;-20; min
2012-12-18;02:50;58; max
2012-12-18;08:45;20; min
2012-12-18;12:30;45; max
2012-12-18;19:35;-14; min
2012-12-19;04:10;56; max
2012-12-19;10:15;18; min
2012-12-19;13:10;29; max
2012-12-19;20:40;-6; min
2012-12-20;04:45;59; max
2012-12-20;12:00;10; min
2012-12-20;15:55;23; max
2012-12-20;21:15;5; min
2012-12-21;05:05;70; max
2012-12-21;12:50;12; min
2012-12-21;17:55;25; max
2012-12-21;20:30;22; min
2012-12-22;04:45;60; max
2012-12-22;14:20;-13; min
2012-12-22;22:25;37; max
2012-12-23;00:20;36; min
2012-12-23;07:15;70; max
2012-12-23;14:40;-13; min
2012-12-23;21:25;50; max
2012-12-24;01:55;27; min
2012-12-24;07:45;67; max
2012-12-24;15:05;-20; min
2012-12-24;21:25;56; max
2012-12-25;02:10;25; min
2012-12-25;08:05;67; max
2012-12-25;15:35;-13; min
2012-12-25;22:10;64; max
2012-12-26;03:15;28; min
2012-12-26;09:05;74; max
2012-12-26;16:15;-8; min
2012-12-26;22:25;65; max
2012-12-27;04:05;14; min
2012-12-27;09:30;66; max
2012-12-27;16:45;-11; min
2012-12-27;23:05;71; max
2012-12-28;04:50;19; min
2012-12-28;10:00;69; max
2012-12-28;17:25;-37; min
2012-12-29;00:10;51; max
2012-12-29;05:15;6; min
2012-12-29;10:40;57; max
2012-12-29;17:30;-44; min
2012-12-30;00:20;57; max
2012-12-30;05:30;10; min
2012-12-30;11:05;66; max
2012-12-30;17:50;-36; min
2012-12-31;00:30;52; max
2012-12-31;06:00;4; min
2012-12-31;11:30;51; max
2012-12-31;18:15;-30; min
