"Data;Ora;Valore;Tipo;ID staz"
"1983-01-01;0:40;45;max;00251"
"1983-01-01;5:45;-1;min;00251"
"1983-01-01;11:00;46;max;00251"
"1983-01-01;18:20;-58;min;00251"
"1983-01-02;1:25;48;max;00251"
"1983-01-02;6:45;-4;min;00251"
"1983-01-02;11:55;46;max;00251"
"1983-01-02;19:05;-50;min;00251"
"1983-01-03;1:45;44;max;00251"
"1983-01-03;7:10;-4;min;00251"
"1983-01-03;12:20;37;max;00251"
"1983-01-03;19:35;-43;min;00251"
"1983-01-04;2:35;40;max;00251"
"1983-01-04;8:10;-2;min;00251"
"1983-01-04;13:00;29;max;00251"
"1983-01-04;20:00;-28;min;00251"
"1983-01-05;3:40;43;max;00251"
"1983-01-05;9:50;3;min;00251"
"1983-01-05;14:05;13;max;00251"
"1983-01-05;21:10;-21;min;00251"
"1983-01-06;4:20;41;max;00251"
"1983-01-06;10:50;-12;min;00251"
"1983-01-06;17:15;-2;max;00251"
"1983-01-06;21:25;-11;min;00251"
"1983-01-07;5:15;45;max;00251"
"1983-01-07;13:25;-14;min;00251"
"1983-01-07;19:40;10;max;00251"
"1983-01-08;0:15;0;min;00251"
"1983-01-08;6:15;39;max;00251"
"1983-01-08;13:50;-23;min;00251"
"1983-01-08;21:15;23;max;00251"
"1983-01-09;1:40;8;min;00251"
"1983-01-09;7:15;36;max;00251"
"1983-01-09;15:00;-34;min;00251"
"1983-01-09;21:25;19;max;00251"
"1983-01-10;2:05;-9;min;00251"
"1983-01-10;7:50;38;max;00251"
"1983-01-10;15:15;-54;min;00251"
"1983-01-10;21:55;19;max;00251"
"1983-01-11;2:15;-12;min;00251"
"1983-01-11;8:20;40;max;00251"
"1983-01-11;15:45;-63;min;00251"
"1983-01-11;22:15;18;max;00251"
"1983-01-12;3:10;-12;min;00251"
"1983-01-12;8:45;35;max;00251"
"1983-01-12;15:55;-62;min;00251"
"1983-01-12;23:05;26;max;00251"
"1983-01-13;3:55;-6;min;00251"
"1983-01-13;9:25;39;max;00251"
"1983-01-13;16:35;-59;min;00251"
"1983-01-13;23:50;34;max;00251"
"1983-01-14;4:30;-4;min;00251"
"1983-01-14;10:20;47;max;00251"
"1983-01-14;17:05;-49;min;00251"
"1983-01-14;0:00;47;max;00251"
"1983-01-15;5:20;0;min;00251"
"1983-01-15;10:35;56;max;00251"
"1983-01-15;17:30;-41;min;00251"
"1983-01-16;0:20;49;max;00251"
"1983-01-16;5:30;3;min;00251"
"1983-01-16;11:15;64;max;00251"
"1983-01-16;18:10;-36;min;00251"
"1983-01-17;0:30;37;max;00251"
"1983-01-17;5:20;6;min;00251"
"1983-01-17;11:25;60;max;00251"
"1983-01-17;18:40;-35;min;00251"
"1983-01-18;1:40;45;max;00251"
"1983-01-18;6:25;20;min;00251"
"1983-01-18;11:45;54;max;00251"
"1983-01-18;19:00;-26;min;00251"
"1983-01-19;2:25;64;max;00251"
"1983-01-19;7:45;22;min;00251"
"1983-01-19;12:45;52;max;00251"
"1983-01-19;19:15;-19;min;00251"
"1983-01-20;2:35;53;max;00251"
"1983-01-20;9:10;14;min;00251"
"1983-01-20;13:20;26;max;00251"
"1983-01-20;19:40;-30;min;00251"
"1983-01-21;4:10;30;max;00251"
"1983-01-21;9:20;-5;min;00251"
"1983-01-21;14:25;17;max;00251"
"1983-01-21;20:30;-29;min;00251"
"1983-01-22;4:20;33;max;00251"
"1983-01-22;13:10;-18;min;00251"
"1983-01-22;14:15;-16;max;00251"
"1983-01-22;20:45;-37;min;00251"
"1983-01-23;5:15;51;max;00251"
"1983-01-23;13:40;-31;min;00251"
"1983-01-24;5:35;49;max;00251"
"1983-01-24;14:30;-51;min;00251"
"1983-01-24;21:30;17;max;00251"
"1983-01-25;0:35;8;min;00251"
"1983-01-25;6:30;42;max;00251"
"1983-01-25;14:10;-54;min;00251"
"1983-01-25;21:40;28;max;00251"
"1983-01-26;2:25;2;min;00251"
"1983-01-26;8:05;36;max;00251"
"1983-01-26;15:15;-59;min;00251"
"1983-01-26;22:15;32;max;00251"
"1983-01-27;3:15;-15;min;00251"
"1983-01-27;9:15;39;max;00251"
"1983-01-27;16:15;-65;min;00251"
"1983-01-27;22:45;35;max;00251"
"1983-01-28;3:55;-11;min;00251"
"1983-01-28;9:45;55;max;00251"
"1983-01-28;17:00;-65;min;00251"
"1983-01-28;23:30;42;max;00251"
"1983-01-29;4:30;-6;min;00251"
"1983-01-29;10:20;62;max;00251"
"1983-01-29;17:25;-65;min;00251"
"1983-01-30;0:15;53;max;00251"
"1983-01-30;5:15;-2;min;00251"
"1983-01-30;10:40;60;max;00251"
"1983-01-30;17:40;-47;min;00251"
