data;ora solare;valore;tipo;
19/07/2014;16:40;0.65;max;
20/07/2014;00:25;0.05;min;
20/07/2014;06:30;0.33;max;
20/07/2014;09:55;0.26;min;
20/07/2014;17:45;0.65;max;
21/07/2014;00:30;0.07;min;
21/07/2014;07:55;0.52;max;
21/07/2014;10:40;0.45;min;
21/07/2014;16:50;0.73;max;
22/07/2014;02:05;0.03;min;
22/07/2014;11:00;0.55;max;
22/07/2014;14:35;0.42;min;
22/07/2014;19:40;0.70;max;
23/07/2014;03:05;-0.12;min;
23/07/2014;10:00;0.62;max;
23/07/2014;14:40;0.30;min;
23/07/2014;20:30;0.71;max;
24/07/2014;03:20;-0.14;min;
24/07/2014;10:25;0.68;max;
24/07/2014;15:15;0.23;min;
24/07/2014;21:05;0.72;max;
25/07/2014;04:10;-0.16;min;
25/07/2014;10:55;0.67;max;
25/07/2014;16:05;0.19;min;
25/07/2014;21:55;0.70;max;
26/07/2014;04:35;-0.17;min;
26/07/2014;10:45;0.71;max;
26/07/2014;16:30;0.12;min;
26/07/2014;21:50;0.79;max;
27/07/2014;05:15;-0.16;min;
27/07/2014;11:45;0.76;max;
27/07/2014;17:10;0.25;min;
27/07/2014;22:25;0.78;max;
28/07/2014;05:45;-0.18;min;
28/07/2014;12:25;0.77;max;
28/07/2014;18:00;0.23;min;
28/07/2014;23:10;0.79;max;
29/07/2014;05:45;-0.04;min;
29/07/2014;12:40;0.82;max;
29/07/2014;18:30;0.24;min;
29/07/2014;23:45;0.75;max;
30/07/2014;05:55;0.02;min;
30/07/2014;12:35;0.93;max;
30/07/2014;19:45;0.25;min;
31/07/2014;00:40;0.71;max;
31/07/2014;06:15;0.09;min;
31/07/2014;12:50;0.79;max;
31/07/2014;19:20;0.16;min;
01/08/2014;00:50;0.58;max;
01/08/2014;06:45;0.10;min;
01/08/2014;13:55;0.77;max;
01/08/2014;19:55;0.19;min;
02/08/2014;01:20;0.56;max;
02/08/2014;07:15;0.14;min;
02/08/2014;14:15;0.73;max;
02/08/2014;20:10;0.24;min;
03/08/2014;01:45;0.51;max;
03/08/2014;07:55;0.22;min;
03/08/2014;14:30;0.68;max;
03/08/2014;21:55;0.22;min;
04/08/2014;02:20;0.39;max;
04/08/2014;08:45;0.20;min;
04/08/2014;15:50;0.67;max;
05/08/2014;01:15;0.10;min;
05/08/2014;17:25;0.60;max;
06/08/2014;01:40;-0.01;min;
06/08/2014;08:35;0.45;max;
06/08/2014;12:30;0.29;min;
06/08/2014;18:40;0.69;max;
07/08/2014;02:15;-0.09;min;
07/08/2014;09:20;0.59;max;
07/08/2014;14:05;0.28;min;
07/08/2014;19:50;0.71;max;
08/08/2014;03:10;-0.16;min;
08/08/2014;09:35;0.70;max;
08/08/2014;15:05;0.22;min;
08/08/2014;20:50;0.78;max;
09/08/2014;03:45;-0.16;min;
09/08/2014;10:20;0.77;max;
09/08/2014;16:00;0.15;min;
09/08/2014;21:55;0.83;max;
10/08/2014;04:25;-0.27;min;
10/08/2014;11:10;0.73;max;
10/08/2014;16:45;0.10;min;
10/08/2014;22:15;0.84;max;
11/08/2014;05:10;-0.25;min;
11/08/2014;11:55;0.79;max;
11/08/2014;17:25;0.14;min;
11/08/2014;22:50;0.83;max;
12/08/2014;05:40;-0.22;min;
12/08/2014;12:25;0.82;max;
12/08/2014;18:00;0.15;min;
12/08/2014;23:25;0.80;max;
13/08/2014;06:00;-0.16;min;
13/08/2014;13:05;0.92;max;
13/08/2014;19:00;0.20;min;
14/08/2014;00:10;0.77;max;
14/08/2014;06:25;-0.09;min;
14/08/2014;13:30;0.82;max;
14/08/2014;19:05;0.21;min;
15/08/2014;00:30;0.64;max;
15/08/2014;07:05;-0.02;min;
15/08/2014;14:35;0.79;max;
15/08/2014;20:20;0.25;min;
16/08/2014;01:05;0.51;max;
16/08/2014;07:15;0.02;min;
16/08/2014;14:45;0.75;max;
16/08/2014;22:00;0.11;min;
17/08/2014;02:00;0.20;max;
17/08/2014;05:50;0.04;min;
17/08/2014;15:00;0.64;max;
18/08/2014;00:30;0.01;min;
18/08/2014;07:30;0.40;max;
18/08/2014;09:20;0.39;min;
18/08/2014;16:30;0.62;max;
19/08/2014;00:30;0.01;min;
19/08/2014;07:40;0.49;max;
19/08/2014;12:15;0.36;min;
19/08/2014;18:15;0.55;max;
20/08/2014;01:55;0.08;min;
20/08/2014;08:45;0.51;max;
20/08/2014;13:20;0.28;min;
20/08/2014;20:20;0.69;max;
21/08/2014;02:25;0.06;min;
21/08/2014;08:40;0.59;max;
21/08/2014;14:25;0.22;min;
21/08/2014;21:20;0.69;max;
22/08/2014;03:25;-0.05;min;
22/08/2014;09:25;0.64;max;
22/08/2014;15:30;0.20;min;
22/08/2014;21:05;0.79;max;
23/08/2014;04:05;-0.11;min;
23/08/2014;10:40;0.69;max;
23/08/2014;15:20;0.18;min;
23/08/2014;21:30;0.82;max;
24/08/2014;04:25;-0.19;min;
24/08/2014;10:50;0.71;max;
24/08/2014;16:20;0.16;min;
24/08/2014;21:45;0.75;max;
25/08/2014;04:45;-0.18;min;
25/08/2014;11:20;0.77;max;
25/08/2014;16:35;0.13;min;
25/08/2014;22:35;0.71;max;
26/08/2014;04:55;-0.11;min;
26/08/2014;11:35;0.81;max;
26/08/2014;17:25;0.11;min;
26/08/2014;23:05;0.75;max;
27/08/2014;05:25;-0.02;min;
27/08/2014;11:35;0.81;max;
27/08/2014;17:35;0.04;min;
27/08/2014;23:25;0.73;max;
28/08/2014;05:45;-0.01;min;
28/08/2014;12:15;0.76;max;
28/08/2014;18:05;0.05;min;
28/08/2014;23:55;0.62;max;
29/08/2014;06:00;-0.06;min;
29/08/2014;12:35;0.72;max;
29/08/2014;18:40;0.08;min;
30/08/2014;00:30;0.58;max;
30/08/2014;06:20;0.02;min;
30/08/2014;13:10;0.75;max;
30/08/2014;19:25;0.09;min;
31/08/2014;00:50;0.55;max;
31/08/2014;06:35;0.13;min;
31/08/2014;13:20;0.76;max;
31/08/2014;19:50;0.19;min;
01/09/2014;02:20;0.55;max;
01/09/2014;05:15;0.15;min;
01/09/2014;14:15;0.66;max;
01/09/2014;19:35;0.25;min;
01/09/2014;23:40;0.54;max;
02/09/2014;09:15;0.37;min;
02/09/2014;15:00;0.62;max;
03/09/2014;01:25;0.19;min;
03/09/2014;07:35;0.46;max;
03/09/2014;10:55;0.39;min;
03/09/2014;17:40;0.74;max;
04/09/2014;01:05;0.07;min;
04/09/2014;08:15;0.61;max;
04/09/2014;12:35;0.41;min;
04/09/2014;18:05;0.75;max;
05/09/2014;02:00;0.00;min;
05/09/2014;09:10;0.70;max;
05/09/2014;14:05;0.36;min;
05/09/2014;19:10;0.78;max;
06/09/2014;02:50;-0.02;min;
06/09/2014;09:35;0.81;max;
06/09/2014;15:15;0.25;min;
06/09/2014;20:50;0.81;max;
07/09/2014;03:30;-0.08;min;
07/09/2014;10:10;0.85;max;
07/09/2014;16:05;0.12;min;
07/09/2014;22:00;0.83;max;
08/09/2014;04:05;-0.12;min;
08/09/2014;10:45;0.86;max;
08/09/2014;16:30;0.01;min;
08/09/2014;22:20;0.85;max;
09/09/2014;04:35;-0.12;min;
09/09/2014;11:15;0.87;max;
09/09/2014;17:10;0.01;min;
10/09/2014;00:00;0.82;max;
10/09/2014;05:25;-0.10;min;
10/09/2014;11:50;0.89;max;
10/09/2014;18:00;-0.01;min;
10/09/2014;23:35;0.79;max;
11/09/2014;05:35;-0.04;min;
11/09/2014;12:25;0.92;max;
11/09/2014;18:35;0.11;min;
12/09/2014;00:25;0.74;max;
12/09/2014;05:25;0.02;min;
12/09/2014;12:15;0.90;max;
12/09/2014;19:15;0.09;min;
13/09/2014;00:20;0.58;max;
13/09/2014;05:50;0.08;min;
13/09/2014;13:05;0.85;max;
13/09/2014;20:05;0.12;min;
14/09/2014;01:30;0.46;max;
14/09/2014;06:15;0.21;min;
14/09/2014;13:10;0.78;max;
14/09/2014;20:50;0.08;min;
15/09/2014;03:50;0.44;max;
15/09/2014;07:15;0.36;min;
15/09/2014;13:05;0.67;max;
15/09/2014;22:00;0.11;min;
16/09/2014;05:00;0.45;max;
16/09/2014;06:30;0.43;min;
16/09/2014;12:25;0.53;max;
16/09/2014;23:10;0.15;min;
17/09/2014;07:45;0.56;max;
17/09/2014;12:40;0.41;min;
17/09/2014;17:10;0.51;max;
18/09/2014;01:25;0.12;min;
18/09/2014;08:00;0.63;max;
18/09/2014;13:50;0.34;min;
18/09/2014;19:25;0.59;max;
19/09/2014;01:55;0.09;min;
19/09/2014;08:45;0.69;max;
19/09/2014;14:20;0.29;min;
19/09/2014;20:00;0.73;max;
20/09/2014;02:35;0.07;min;
20/09/2014;08:40;0.78;max;
20/09/2014;15:10;0.27;min;
20/09/2014;20:25;0.78;max;
21/09/2014;02:45;0.04;min;
21/09/2014;09:30;0.74;max;
21/09/2014;15:20;0.21;min;
21/09/2014;21:25;0.78;max;
22/09/2014;03:50;0.07;min;
22/09/2014;10:15;0.85;max;
22/09/2014;16:05;0.17;min;
22/09/2014;21:55;1.00;max;
23/09/2014;04:20;-0.03;min;
23/09/2014;10:05;0.83;max;
23/09/2014;15:25;-0.09;min;
23/09/2014;22:45;0.82;max;
24/09/2014;04:20;0.10;min;
24/09/2014;10:35;0.76;max;
24/09/2014;16:35;0.08;min;
24/09/2014;22:45;0.84;max;
25/09/2014;05:10;0.05;min;
25/09/2014;11:15;0.79;max;
25/09/2014;17:20;0.08;min;
25/09/2014;23:05;0.73;max;
26/09/2014;05:40;-0.09;min;
26/09/2014;11:45;0.79;max;
26/09/2014;18:05;0.00;min;
26/09/2014;23:35;0.61;max;
27/09/2014;05:25;-0.11;min;
27/09/2014;11:50;0.79;max;
27/09/2014;18:25;-0.11;min;
28/09/2014;00:05;0.48;max;
28/09/2014;05:25;0.05;min;
28/09/2014;11:55;0.71;max;
28/09/2014;19:00;-0.12;min;
29/09/2014;01:05;0.42;max;
29/09/2014;06:05;0.16;min;
29/09/2014;12:30;0.63;max;
29/09/2014;19:25;-0.12;min;
30/09/2014;02:25;0.40;max;
30/09/2014;07:05;0.20;min;
30/09/2014;12:40;0.49;max;
30/09/2014;20:10;-0.05;min;
01/10/2014;03:20;0.34;max;
01/10/2014;08:50;0.23;min;
01/10/2014;14:10;0.38;max;
01/10/2014;22:15;-0.04;min;
02/10/2014;06:00;0.30;max;
02/10/2014;11:05;0.18;min;
02/10/2014;16:35;0.38;max;
03/10/2014;00:55;-0.09;min;
03/10/2014;07:55;0.41;max;
03/10/2014;12:45;0.15;min;
03/10/2014;18:40;0.49;max;
04/10/2014;01:35;-0.19;min;
04/10/2014;08:35;0.57;max;
04/10/2014;14:25;0.12;min;
04/10/2014;19:35;0.56;max;
05/10/2014;02:10;-0.19;min;
05/10/2014;09:20;0.72;max;
05/10/2014;15:05;0.05;min;
05/10/2014;20:30;0.59;max;
06/10/2014;02:35;-0.14;min;
06/10/2014;09:45;0.81;max;
06/10/2014;16:05;-0.03;min;
06/10/2014;21:30;0.68;max;
07/10/2014;03:25;-0.12;min;
07/10/2014;10:05;0.84;max;
07/10/2014;16:25;-0.10;min;
07/10/2014;22:15;0.72;max;
08/10/2014;04:15;-0.04;min;
08/10/2014;10:30;0.91;max;
08/10/2014;16:50;-0.10;min;
08/10/2014;23:05;0.76;max;
09/10/2014;04:45;-0.01;min;
09/10/2014;11:00;0.83;max;
09/10/2014;17:30;-0.11;min;
09/10/2014;23:30;0.73;max;
10/10/2014;05:10;0.04;min;
10/10/2014;11:40;0.83;max;
10/10/2014;18:05;-0.08;min;
11/10/2014;00:05;0.66;max;
11/10/2014;06:00;0.09;min;
11/10/2014;12:00;0.82;max;
11/10/2014;18:35;0.00;min;
12/10/2014;01:00;0.63;max;
12/10/2014;06:00;0.14;min;
12/10/2014;12:30;0.77;max;
12/10/2014;19:20;0.01;min;
13/10/2014;01:30;0.56;max;
13/10/2014;05:55;0.28;min;
13/10/2014;13:15;0.84;max;
13/10/2014;19:35;0.26;min;
14/10/2014;02:50;0.62;max;
14/10/2014;06:50;0.41;min;
14/10/2014;12:05;0.64;max;
14/10/2014;20:45;0.25;min;
15/10/2014;03:35;0.64;max;
15/10/2014;07:35;0.53;min;
15/10/2014;13:30;0.67;max;
15/10/2014;22:25;0.37;min;
16/10/2014;05:40;0.70;max;
16/10/2014;11:20;0.51;min;
16/10/2014;17:10;0.58;max;
17/10/2014;00:00;0.34;min;
17/10/2014;07:00;0.75;max;
17/10/2014;13:35;0.50;min;
17/10/2014;18:55;0.70;max;
18/10/2014;01:30;0.23;min;
18/10/2014;07:50;0.71;max;
18/10/2014;14:50;0.31;min;
18/10/2014;19:30;0.59;max;
19/10/2014;01:50;0.05;min;
19/10/2014;08:50;0.76;max;
19/10/2014;14:55;0.21;min;
19/10/2014;20:15;0.61;max;
20/10/2014;02:15;0.06;min;
20/10/2014;08:50;0.81;max;
20/10/2014;15:30;0.05;min;
20/10/2014;21:05;0.62;max;
21/10/2014;02:35;0.09;min;
21/10/2014;09:05;0.84;max;
21/10/2014;15:55;0.05;min;
21/10/2014;22:10;0.78;max;
22/10/2014;03:00;0.28;min;
22/10/2014;10:00;0.96;max;
22/10/2014;16:15;-0.06;min;
22/10/2014;23:55;0.63;max;
23/10/2014;04:30;0.16;min;
23/10/2014;10:15;0.87;max;
23/10/2014;16:40;-0.08;min;
23/10/2014;23:15;0.90;max;
24/10/2014;04:50;0.20;min;
24/10/2014;10:30;0.81;max;
24/10/2014;17:00;-0.15;min;
24/10/2014;23:20;0.83;max;
25/10/2014;05:10;0.12;min;
25/10/2014;10:50;0.82;max;
25/10/2014;17:15;-0.04;min;
25/10/2014;23:40;0.72;max;
26/10/2014;05:25;0.16;min;
26/10/2014;11:30;0.81;max;
26/10/2014;18:10;-0.02;min;
27/10/2014;00:20;0.67;max;
27/10/2014;06:05;0.21;min;
27/10/2014;12:05;0.81;max;
27/10/2014;18:50;-0.02;min;
28/10/2014;01:15;0.59;max;
28/10/2014;06:10;0.26;min;
28/10/2014;12:30;0.74;max;
28/10/2014;19:25;-0.05;min;
29/10/2014;02:25;0.52;max;
29/10/2014;07:05;0.33;min;
29/10/2014;12:45;0.67;max;
29/10/2014;20:15;0.00;min;
30/10/2014;03:55;0.51;max;
30/10/2014;09:00;0.33;min;
30/10/2014;12:55;0.42;max;
30/10/2014;21:00;-0.01;min;
31/10/2014;05:55;0.56;max;
31/10/2014;11:55;0.22;min;
31/10/2014;16:15;0.34;max;
31/10/2014;23:05;-0.04;min;
01/11/2014;06:45;0.58;max;
01/11/2014;13:20;0.09;min;
01/11/2014;18:35;0.37;max;
02/11/2014;00:30;-0.02;min;
02/11/2014;07:40;0.69;max;
02/11/2014;14:10;0.00;min;
02/11/2014;19:35;0.50;max;
03/11/2014;01:20;0.04;min;
03/11/2014;08:15;0.75;max;
03/11/2014;14:50;-0.04;min;
03/11/2014;20:55;0.65;max;
04/11/2014;02:15;0.15;min;
04/11/2014;09:05;0.89;max;
04/11/2014;15:15;0.13;min;
04/11/2014;21:35;1.01;max;
05/11/2014;03:15;0.35;min;
05/11/2014;10:00;1.15;max;
05/11/2014;15:45;0.37;min;
05/11/2014;22:05;1.21;max;
06/11/2014;04:10;0.49;min;
06/11/2014;09:45;1.03;max;
06/11/2014;16:55;0.15;min;
06/11/2014;22:40;1.04;max;
07/11/2014;04:40;0.38;min;
07/11/2014;11:30;1.02;max;
07/11/2014;16:55;0.22;min;
07/11/2014;22:55;0.96;max;
08/11/2014;05:05;0.30;min;
08/11/2014;11:20;1.11;max;
08/11/2014;17:50;0.12;min;
08/11/2014;23:55;0.78;max;
09/11/2014;04:55;0.28;min;
09/11/2014;11:25;1.06;max;
09/11/2014;18:40;0.09;min;
10/11/2014;00:45;0.75;max;
10/11/2014;05:30;0.45;min;
10/11/2014;11:45;1.07;max;
10/11/2014;19:00;0.18;min;
11/11/2014;01:40;0.86;max;
11/11/2014;06:15;0.57;min;
11/11/2014;11:55;0.94;max;
11/11/2014;18:40;0.24;min;
12/11/2014;01:50;0.84;max;
12/11/2014;06:55;0.68;min;
12/11/2014;12:05;1.02;max;
12/11/2014;20:30;0.40;min;
13/11/2014;02:40;0.82;max;
13/11/2014;07:10;0.64;min;
13/11/2014;12:40;0.88;max;
13/11/2014;21:20;0.33;min;
14/11/2014;05:55;0.74;max;
14/11/2014;11:00;0.64;min;
14/11/2014;12:40;0.65;max;
14/11/2014;22:20;0.28;min;
15/11/2014;06:40;0.86;max;
15/11/2014;13:35;0.58;min;
15/11/2014;23:15;0.84;max;
16/11/2014;00:35;0.82;min;
16/11/2014;05:35;1.10;max;
16/11/2014;15:20;0.43;min;
16/11/2014;21:30;0.76;max;
17/11/2014;01:25;0.62;min;
17/11/2014;06:55;0.93;max;
17/11/2014;14:25;0.22;min;
17/11/2014;23:05;1.15;max;
18/11/2014;02:30;0.81;min;
18/11/2014;07:30;1.05;max;
18/11/2014;14:25;0.14;min;
18/11/2014;21:40;0.99;max;
19/11/2014;03:40;0.44;min;
19/11/2014;08:10;0.77;max;
19/11/2014;14:30;0.11;min;
19/11/2014;21:05;0.89;max;
20/11/2014;03:20;0.22;min;
20/11/2014;09:15;0.77;max;
20/11/2014;15:35;0.08;min;
20/11/2014;21:30;0.74;max;
21/11/2014;03:30;0.11;min;
21/11/2014;10:00;0.87;max;
21/11/2014;16:40;0.00;min;
21/11/2014;22:35;0.65;max;
22/11/2014;03:45;0.13;min;
22/11/2014;10:05;0.95;max;
22/11/2014;17:05;-0.09;min;
22/11/2014;23:10;0.61;max;
23/11/2014;04:10;0.21;min;
23/11/2014;10:25;0.91;max;
23/11/2014;17:50;-0.24;min;
24/11/2014;00:20;0.61;max;
24/11/2014;05:05;0.25;min;
24/11/2014;10:55;0.82;max;
24/11/2014;18:00;-0.25;min;
25/11/2014;00:55;0.67;max;
25/11/2014;06:10;0.27;min;
25/11/2014;11:35;0.79;max;
25/11/2014;18:30;-0.14;min;
26/11/2014;01:35;0.73;max;
26/11/2014;06:40;0.34;min;
26/11/2014;12:10;0.80;max;
26/11/2014;19:00;0.05;min;
27/11/2014;02:15;0.75;max;
27/11/2014;07:50;0.41;min;
27/11/2014;13:05;0.72;max;
27/11/2014;20:00;0.11;min;
28/11/2014;03:00;0.72;max;
28/11/2014;09:15;0.42;min;
28/11/2014;14:35;0.69;max;
28/11/2014;20:45;0.28;min;
29/11/2014;04:35;0.85;max;
29/11/2014;10:15;0.46;min;
29/11/2014;14:55;0.59;max;
29/11/2014;22:00;0.26;min;
30/11/2014;06:25;0.80;max;
30/11/2014;12:45;0.32;min;
30/11/2014;18:20;0.69;max;
30/11/2014;23:30;0.40;min;
01/12/2014;07:25;1.15;max;
01/12/2014;13:35;0.57;min;
01/12/2014;18:45;0.84;max;
02/12/2014;01:15;0.32;min;
02/12/2014;08:20;1.09;max;
02/12/2014;14:45;0.36;min;
02/12/2014;19:55;0.82;max;
03/12/2014;01:10;0.39;min;
03/12/2014;08:30;1.19;max;
03/12/2014;15:45;0.30;min;
03/12/2014;21:30;0.89;max;
04/12/2014;02:15;0.55;min;
04/12/2014;08:35;1.18;max;
04/12/2014;16:15;0.09;min;
04/12/2014;22:40;0.84;max;
05/12/2014;03:30;0.50;min;
05/12/2014;09:30;1.06;max;
05/12/2014;16:35;0.06;min;
05/12/2014;23:10;0.95;max;
06/12/2014;04:20;0.47;min;
06/12/2014;10:05;1.04;max;
06/12/2014;17:05;0.09;min;
06/12/2014;23:30;0.95;max;
07/12/2014;04:50;0.41;min;
07/12/2014;10:35;1.00;max;
07/12/2014;17:40;0.03;min;
07/12/2014;23:45;0.83;max;
08/12/2014;05:25;0.33;min;
08/12/2014;10:55;0.88;max;
08/12/2014;18:05;-0.06;min;
09/12/2014;00:40;0.79;max;
09/12/2014;05:25;0.41;min;
09/12/2014;10:45;0.85;max;
09/12/2014;18:40;-0.07;min;
10/12/2014;01:30;0.61;max;
10/12/2014;06:20;0.35;min;
10/12/2014;11:45;0.70;max;
10/12/2014;18:55;-0.04;min;
11/12/2014;02:05;0.74;max;
11/12/2014;07:15;0.36;min;
11/12/2014;12:30;0.71;max;
11/12/2014;19:05;-0.02;min;
12/12/2014;02:10;0.64;max;
12/12/2014;07:30;0.24;min;
12/12/2014;12:10;0.50;max;
12/12/2014;19:05;0.17;min;
13/12/2014;02:50;0.64;max;
13/12/2014;09:35;0.29;min;
13/12/2014;13:35;0.44;max;
13/12/2014;20:35;0.19;min;
14/12/2014;04:05;0.61;max;
14/12/2014;10:15;0.26;min;
14/12/2014;15:20;0.41;max;
14/12/2014;22:10;0.21;min;
15/12/2014;04:55;0.62;max;
15/12/2014;10:30;0.24;min;
15/12/2014;15:30;0.39;max;
15/12/2014;23:00;0.22;min;
16/12/2014;06:20;0.65;max;
16/12/2014;13:40;0.32;min;
16/12/2014;19:50;0.61;max;
17/12/2014;00:25;0.35;min;
17/12/2014;06:55;0.74;max;
17/12/2014;14:35;0.14;min;
17/12/2014;21:15;0.62;max;
18/12/2014;01:50;0.36;min;
18/12/2014;08:05;0.82;max;
18/12/2014;15:20;-0.06;min;
18/12/2014;21:30;0.57;max;
19/12/2014;02:10;0.24;min;
19/12/2014;08:20;0.82;max;
19/12/2014;15:40;-0.14;min;
19/12/2014;22:10;0.64;max;
20/12/2014;02:50;0.26;min;
20/12/2014;08:45;0.83;max;
20/12/2014;16:20;-0.23;min;
20/12/2014;22:50;0.66;max;
21/12/2014;03:50;0.25;min;
21/12/2014;09:10;0.77;max;
21/12/2014;16:35;-0.35;min;
21/12/2014;23:45;0.63;max;
22/12/2014;04:55;0.15;min;
22/12/2014;10:25;0.72;max;
22/12/2014;17:10;-0.37;min;
22/12/2014;23:55;0.65;max;
23/12/2014;05:20;0.09;min;
23/12/2014;10:45;0.67;max;
23/12/2014;17:40;-0.35;min;
24/12/2014;00:50;0.61;max;
24/12/2014;06:00;0.07;min;
24/12/2014;11:40;0.63;max;
24/12/2014;18:25;-0.32;min;
25/12/2014;01:20;0.60;max;
25/12/2014;06:55;0.05;min;
25/12/2014;12:10;0.59;max;
25/12/2014;18:55;-0.27;min;
26/12/2014;02:05;0.57;max;
26/12/2014;07:10;0.13;min;
26/12/2014;12:20;0.45;max;
26/12/2014;19:25;-0.29;min;
27/12/2014;02:45;0.54;max;
27/12/2014;08:40;0.13;min;
27/12/2014;13:50;0.54;max;
27/12/2014;19:20;0.12;min;
28/12/2014;03:35;0.90;max;
28/12/2014;10:50;0.29;min;
28/12/2014;14:45;0.34;max;
28/12/2014;15:55;0.31;min;
28/12/2014;18:35;0.41;max;
28/12/2014;23:10;0.33;min;
29/12/2014;04:30;0.65;max;
29/12/2014;12:00;-0.13;min;
29/12/2014;18:40;0.53;max;
29/12/2014;23:25;0.23;min;
30/12/2014;05:20;0.53;max;
30/12/2014;12:40;-0.11;min;
30/12/2014;01:30;0.35;max;
31/12/2014;00:05;0.00;min;
31/12/2014;07:10;0.45;max;
31/12/2014;13:35;0.08;min;
31/12/2014;19:15;0.40;max;
