Data;Ora solare;Valore;Tipo;;
2009-08-02;10:30;49;max;;
2009-08-02;14:55;26;min;;
2009-08-02;20:40;75;max;;
2009-08-03;03:55;-17;min;;
2009-08-03;10:55;62;max;;
2009-08-03;14:45;32;min;;
2009-08-03;21:10;75;max;;
2009-08-04;04:40;-29;min;;
2009-08-04;11:35;57;max;;
2009-08-04;16:00;31;min;;
2009-08-04;21:00;67;max;;
2009-08-05;04:45;-39;min;;
2009-08-05;11:50;64;max;;
2009-08-05;17:00;19;min;;
2009-08-05;21:50;53;max;;
2009-08-06;04:45;-34;min;;
2009-08-06;11:50;69;max;;
2009-08-06;17:45;1;min;;
2009-08-06;22:50;51;max;;
2009-08-07;05:00;-27;min;;
2009-08-07;11:50;71;max;;
2009-08-07;17:55;-3;min;;
2009-08-07;23:30;55;max;;
2009-08-08;05:25;-14;min;;
2009-08-08;12:05;69;max;;
2009-08-08;18:15;-1;min;;
2009-08-09;00:10;63;max;;
2009-08-09;06:05;-9;min;;
2009-08-09;12:40;64;max;;
2009-08-09;18:35;3;min;;
2009-08-10;00:30;64;max;;
2009-08-10;06:45;-13;min;;
2009-08-10;13:15;66;max;;
2009-08-10;19:30;5;min;;
2009-08-11;00:05;56;max;;
2009-08-11;06:50;-11;min;;
2009-08-11;13:45;65;max;;
2009-08-11;20:10;9;min;;
2009-08-12;00:45;37;max;;
2009-08-12;06:50;-9;min;;
2009-08-12;14:20;66;max;;
2009-08-12;21:25;3;min;;
2009-08-13;01:55;25;max;;
2009-08-13;06:40;4;min;;
2009-08-13;14:25;67;max;;
2009-08-13;22:35;2;min;;
2009-08-14;16:35;59;max;;
2009-08-14;23:35;-7;min;;
2009-08-15;08:25;36;max;;
2009-08-15;12:00;30;min;;
2009-08-15;16:30;50;max;;
2009-08-16;02:00;-19;min;;
2009-08-16;09:40;43;max;;
2009-08-16;14:00;24;min;;
2009-08-16;19:30;52;max;;
2009-08-17;02:50;-30;min;;
2009-08-17;09:20;50;max;;
2009-08-17;14:30;9;min;;
2009-08-17;20:25;59;max;;
2009-08-18;03:30;-35;min;;
2009-08-18;10:15;54;max;;
2009-08-18;15:25;6;min;;
2009-08-18;21:15;67;max;;
2009-08-19;04:15;-40;min;;
2009-08-19;10:20;60;max;;
2009-08-19;15:55;0;min;;
2009-08-19;21:55;64;max;;
2009-08-20;04:45;-43;min;;
2009-08-20;11:10;62;max;;
2009-08-20;17:00;-6;min;;
2009-08-20;22:35;62;max;;
2009-08-21;05:15;-40;min;;
2009-08-21;11:55;71;max;;
2009-08-21;17:40;-7;min;;
2009-08-21;23:10;60;max;;
2009-08-22;06:00;-32;min;;
2009-08-22;12:15;73;max;;
2009-08-22;18:25;-12;min;;
2009-08-23;00:10;57;max;;
2009-08-23;06:05;-20;min;;
2009-08-23;12:30;71;max;;
2009-08-23;19:00;-9;min;;
2009-08-24;00:30;48;max;;
2009-08-24;06:00;-13;min;;
2009-08-24;12:55;69;max;;
2009-08-24;19:30;-10;min;;
2009-08-25;01:20;38;max;;
2009-08-25;06:10;1;min;;
2009-08-25;13:10;69;max;;
2009-08-25;19:55;-1;min;;
2009-08-26;01:30;34;max;;
2009-08-26;06:00;16;min;;
2009-08-26;13:00;61;max;;
2009-08-26;21:05;8;min;;
2009-08-27;02:20;26;max;;
2009-08-27;06:10;24;min;;
2009-08-27;15:15;53;max;;
2009-08-27;22:30;8;min;;
2009-08-28;16:00;51;max;;
2009-08-29;01:50;9;min;;
2009-08-29;11:10;50;max;;
2009-08-29;14:45;42;min;;
2009-08-29;19:40;49;max;;
2009-08-30;02:40;8;min;;
2009-08-30;10:15;57;max;;
2009-08-30;15:30;27;min;;
2009-08-30;19:45;52;max;;
2009-08-31;03:05;-18;min;;
2009-08-31;09:55;54;max;;
2009-08-31;14:40;18;min;;
2009-08-31;20:15;57;max;;
2009-09-01;03:10;-21;min;;
2009-09-01;10:00;58;max;;
2009-09-01;15:30;13;min;;
2009-09-01;20:45;61;max;;
2009-09-02;03:30;-18;min;;
2009-09-02;10:25;63;max;;
2009-09-02;16:05;8;min;;
2009-09-02;21:20;66;max;;
2009-09-03;04:00;-19;min;;
2009-09-03;10:50;68;max;;
2009-09-03;16:35;11;min;;
2009-09-03;22:10;78;max;;
2009-09-04;04:55;-13;min;;
2009-09-04;11:00;77;max;;
2009-09-04;16:45;15;min;;
2009-09-04;22:20;82;max;;
2009-09-05;05:35;-21;min;;
2009-09-05;12:05;75;max;;
2009-09-05;17:10;8;min;;
2009-09-05;22:50;73;max;;
2009-09-06;05:30;-26;min;;
2009-09-06;12:10;67;max;;
2009-09-06;18:15;-5;min;;
2009-09-06;23:15;48;max;;
2009-09-07;05:15;-27;min;;
2009-09-07;12:05;72;max;;
2009-09-07;18:45;-23;min;;
2009-09-08;00:15;36;max;;
2009-09-08;05:05;-12;min;;
2009-09-08;11:55;72;max;;
2009-09-08;19:15;-27;min;;
2009-09-09;01:05;40;max;;
2009-09-09;05:45;4;min;;
2009-09-09;12:10;63;max;;
2009-09-09;19:25;-21;min;;
2009-09-10;01:55;41;max;;
2009-09-10;06:30;9;min;;
2009-09-10;12:30;48;max;;
2009-09-10;20:00;-12;min;;
2009-09-11;01:45;30;max;;
2009-09-11;06:50;7;min;;
2009-09-11;13:35;43;max;;
2009-09-11;21:10;0;min;;
2009-09-12;12:45;41;max;;
2009-09-13;00:25;-4;min;;
2009-09-13;07:45;44;max;;
2009-09-13;12:25;32;min;;
2009-09-13;18:35;56;max;;
2009-09-14;01:25;-8;min;;
2009-09-14;09:00;63;max;;
2009-09-14;13:10;28;min;;
2009-09-14;19:35;75;max;;
2009-09-15;02:55;-9;min;;
2009-09-15;09:20;57;max;;
2009-09-15;14:35;26;min;;
2009-09-15;19:50;70;max;;
2009-09-16;03:05;-20;min;;
2009-09-16;10:20;84;max;;
2009-09-16;16:15;36;min;;
2009-09-16;20:30;79;max;;
2009-09-17;03:45;-25;min;;
2009-09-17;10:45;87;max;;
2009-09-17;16:25;13;min;;
2009-09-17;21:55;70;max;;
2009-09-18;04:15;-25;min;;
2009-09-18;10:50;88;max;;
2009-09-18;17:05;-7;min;;
2009-09-18;22:25;61;max;;
2009-09-19;04:15;-16;min;;
2009-09-19;11:05;87;max;;
2009-09-19;17:15;-14;min;;
2009-09-19;23:20;62;max;;
2009-09-20;04:50;-4;min;;
2009-09-20;11:15;81;max;;
2009-09-20;17:50;-13;min;;
2009-09-20;23:55;63;max;;
2009-09-21;05:20;7;min;;
2009-09-21;11:55;80;max;;
2009-09-21;18:25;-10;min;;
2009-09-22;00:25;60;max;;
2009-09-22;06:15;4;min;;
2009-09-22;12:05;76;max;;
2009-09-22;18:40;-7;min;;
2009-09-23;00:20;47;max;;
2009-09-23;05:30;11;min;;
2009-09-23;12:35;64;max;;
2009-09-23;19:15;-6;min;;
2009-09-24;01:10;35;max;;
2009-09-24;05:55;15;min;;
2009-09-24;12:15;60;max;;
2009-09-24;20:10;7;min;;
2009-09-25;02:50;30;max;;
2009-09-25;06:00;26;min;;
2009-09-25;12:45;54;max;;
2009-09-25;21:10;9;min;;
2009-09-26;12:30;48;max;;
2009-09-27;00:30;9;min;;
2009-09-27;07:55;48;max;;
2009-09-28;01:35;1;min;;
2009-09-28;08:55;55;max;;
2009-09-28;14:45;20;min;;
2009-09-28;19:10;46;max;;
2009-09-29;01:45;-6;min;;
2009-09-29;09:05;61;max;;
2009-09-29;14:45;16;min;;
2009-09-29;20:00;51;max;;
2009-09-30;02:25;-8;min;;
2009-09-30;09:10;63;max;;
2009-09-30;15:10;6;min;;
2009-09-30;20:50;59;max;;
2009-10-01;02:55;-6;min;;
2009-10-01;09:40;71;max;;
2009-10-01;15:30;6;min;;
2009-10-01;21:20;72;max;;
2009-10-02;03:25;-4;min;;
2009-10-02;10:00;76;max;;
2009-10-02;15:50;10;min;;
2009-10-02;21:45;79;max;;
2009-10-03;04:10;-8;min;;
2009-10-03;10:35;81;max;;
2009-10-03;16:30;-1;min;;
2009-10-03;22:00;64;max;;
2009-10-04;03:45;-8;min;;
2009-10-04;10:55;89;max;;
2009-10-04;17:25;-3;min;;
2009-10-04;23:00;63;max;;
2009-10-05;04:30;3;min;;
2009-10-05;11:00;88;max;;
2009-10-05;17:45;-18;min;;
2009-10-05;23:45;63;max;;
2009-10-06;05:00;7;min;;
2009-10-06;11:15;79;max;;
2009-10-06;17:55;-23;min;;
2009-10-07;00:15;60;max;;
2009-10-07;05:40;9;min;;
2009-10-07;11:25;70;max;;
2009-10-07;18:15;-17;min;;
2009-10-08;00:45;55;max;;
2009-10-08;05:55;14;min;;
2009-10-08;12:05;69;max;;
2009-10-08;18:50;-2;min;;
2009-10-09;01:30;52;max;;
2009-10-09;06:30;21;min;;
2009-10-09;12:35;71;max;;
2009-10-09;19:40;5;min;;
2009-10-10;02:10;48;max;;
2009-10-10;05:40;32;min;;
2009-10-10;12:45;70;max;;
2009-10-10;21:55;11;min;;
2009-10-11;14:30;57;max;;
2009-10-11;23:25;10;min;;
2009-10-12;07:20;76;max;;
2009-10-12;11:00;50;min;;
2009-10-12;12:25;59;max;;
2009-10-12;14:35;49;min;;
2009-10-12;17:30;75;max;;
2009-10-13;01:30;-14;min;;
2009-10-13;08:25;65;max;;
2009-10-13;13:30;11;min;;
2009-10-13;19:50;56;max;;
2009-10-14;02:15;-5;min;;
2009-10-14;08:05;78;max;;
2009-10-14;14:20;4;min;;
2009-10-14;19:50;57;max;;
2009-10-15;02:05;-12;min;;
2009-10-15;08:50;75;max;;
2009-10-15;15:15;-1;min;;
2009-10-15;21:10;53;max;;
2009-10-16;03:00;-12;min;;
2009-10-16;09:30;79;max;;
2009-10-16;16:00;-15;min;;
2009-10-16;21:50;57;max;;
2009-10-17;03:25;-4;min;;
2009-10-17;09:55;84;max;;
2009-10-17;16:15;-23;min;;
2009-10-17;22:50;57;max;;
2009-10-18;04:00;8;min;;
2009-10-18;10:15;87;max;;
2009-10-18;17:00;-17;min;;
2009-10-18;23:20;61;max;;
2009-10-19;04:20;12;min;;
2009-10-19;10:30;84;max;;
2009-10-19;17:25;-18;min;;
2009-10-19;23:55;63;max;;
2009-10-20;05:35;18;min;;
2009-10-20;11:00;83;max;;
2009-10-20;18:05;-13;min;;
2009-10-21;00:25;58;max;;
2009-10-21;05:35;17;min;;
2009-10-21;11:35;75;max;;
2009-10-21;18:05;-12;min;;
2009-10-22;03:45;81;max;;
2009-10-22;06:40;74;min;;
2009-10-22;11:45;107;max;;
2009-10-22;19:05;0;min;;
2009-10-23;01:30;55;max;;
2009-10-23;06:15;41;min;;
2009-10-23;12:20;86;max;;
2009-10-23;19:25;33;min;;
2009-10-24;02:15;61;max;;
2009-10-24;04:10;58;min;;
2009-10-24;12:20;80;max;;
2009-10-24;21:20;17;min;;
2009-10-25;05:45;52;max;;
2009-10-25;08:15;49;min;;
2009-10-25;12:10;61;max;;
2009-10-25;21:35;14;min;;
2009-10-26;07:35;65;max;;
2009-10-27;00:05;19;min;;
2009-10-27;07:35;67;max;;
2009-10-27;14:30;22;min;;
2009-10-27;19:20;41;max;;
2009-10-28;00:55;10;min;;
2009-10-28;07:35;70;max;;
2009-10-28;14:15;14;min;;
2009-10-28;19:45;48;max;;
2009-10-29;01:15;8;min;;
2009-10-29;08:35;73;max;;
2009-10-29;14:45;6;min;;
2009-10-29;20:30;54;max;;
2009-10-30;02:05;4;min;;
2009-10-30;08:15;75;max;;
2009-10-30;15:15;-4;min;;
2009-10-30;21:05;58;max;;
2009-10-31;02:35;4;min;;
2009-10-31;09:05;75;max;;
2009-10-31;15:45;-17;min;;
2009-10-31;21:35;50;max;;
2009-11-01;02:55;-6;min;;
2009-11-01;09:30;74;max;;
2009-11-01;16:15;-23;min;;
2009-11-01;22:15;54;max;;
2009-11-02;03:40;5;min;;
2009-11-02;10:05;83;max;;
2009-11-02;16:25;-14;min;;
2009-11-02;23:15;110;max;;
2009-11-03;04:50;43;min;;
2009-11-03;10:10;102;max;;
2009-11-03;17:45;-44;min;;
2009-11-04;00:45;79;max;;
2009-11-04;05:10;41;min;;
2009-11-04;10:25;93;max;;
2009-11-04;17:15;-9;min;;
2009-11-05;00:25;102;max;;
2009-11-05;06:15;34;min;;
2009-11-05;11:00;80;max;;
2009-11-05;17:55;8;min;;
2009-11-06;00:20;81;max;;
2009-11-06;06:10;27;min;;
2009-11-06;12:40;87;max;;
2009-11-06;19:35;24;min;;
2009-11-07;02:10;53;max;;
2009-11-07;06:20;37;min;;
2009-11-07;13:20;87;max;;
2009-11-07;21:00;3;min;;
2009-11-08;04:10;67;max;;
2009-11-08;07:15;52;min;;
2009-11-08;13:50;100;max;;
2009-11-08;22:05;25;min;;
2009-11-09;03:40;69;max;;
2009-11-09;08:10;56;min;;
2009-11-09;14:55;79;max;;
2009-11-09;22:55;19;min;;
2009-11-10;06:35;82;max;;
2009-11-10;11:40;58;min;;
2009-11-10;13:45;61;max;;
2009-11-10;23:20;15;min;;
2009-11-11;07:25;94;max;;
2009-11-11;14:25;34;min;;
2009-11-11;18:55;53;max;;
2009-11-12;00:35;15;min;;
2009-11-12;07:35;91;max;;
2009-11-12;15:00;7;min;;
2009-11-12;20:15;55;max;;
2009-11-13;01:25;19;min;;
2009-11-13;07:55;91;max;;
2009-11-13;15:10;-9;min;;
2009-11-13;21:25;57;max;;
2009-11-14;02:20;18;min;;
2009-11-14;08:20;83;max;;
2009-11-14;15:45;-18;min;;
2009-11-14;22:20;65;max;;
2009-11-15;03:05;21;min;;
2009-11-15;09:00;80;max;;
2009-11-15;16:05;-21;min;;
2009-11-15;22:30;65;max;;
2009-11-16;03:25;20;min;;
2009-11-16;09:35;81;max;;
2009-11-16;16:45;-18;min;;
2009-11-16;22:55;61;max;;
2009-11-17;04:00;18;min;;
2009-11-17;10:10;78;max;;
2009-11-17;17:05;-22;min;;
2009-11-17;23:40;58;max;;
2009-11-18;04:50;16;min;;
2009-11-18;10:25;74;max;;
2009-11-18;17:35;-27;min;;
2009-11-19;00:15;50;max;;
2009-11-19;05:15;13;min;;
2009-11-19;10:40;63;max;;
2009-11-19;18:05;-30;min;;
2009-11-20;00:55;42;max;;
2009-11-20;05:40;14;min;;
2009-11-20;11:15;57;max;;
2009-11-20;18:25;-29;min;;
2009-11-21;01:25;38;max;;
2009-11-21;06:10;16;min;;
2009-11-21;11:25;49;max;;
2009-11-21;19:00;-27;min;;
2009-11-22;02:55;36;max;;
2009-11-22;06:55;22;min;;
2009-11-22;12:00;40;max;;
2009-11-22;19:35;-17;min;;
2009-11-23;03:55;45;max;;
2009-11-23;08:45;32;min;;
2009-11-23;12:05;37;max;;
2009-11-23;20:00;-8;min;;
2009-11-24;05:00;50;max;;
2009-11-24;20:45;-9;min;;
2009-11-25;05:30;45;max;;
2009-11-25;13:50;7;min;;
2009-11-25;17:15;12;max;;
2009-11-25;22:30;0;min;;
2009-11-26;06:30;59;max;;
2009-11-26;13:35;-1;min;;
2009-11-26;19:25;29;max;;
2009-11-26;23:30;15;min;;
2009-11-27;06:40;68;max;;
2009-11-27;13:55;0;min;;
2009-11-27;20:10;44;max;;
2009-11-28;00:55;17;min;;
2009-11-28;08:00;68;max;;
2009-11-28;14:40;-6;min;;
2009-11-28;20:10;46;max;;
2009-11-29;01:50;7;min;;
2009-11-29;08:45;74;max;;
2009-11-29;15:25;-6;min;;
2009-11-29;21:50;71;max;;
2009-11-30;02:00;44;min;;
2009-11-30;09:00;131;max;;
2009-11-30;16:25;25;min;;
2009-11-30;22:25;90;max;;
2009-12-01;03:30;54;min;;
2009-12-01;09:10;107;max;;
2009-12-01;16:25;-16;min;;
2009-12-01;22:50;77;max;;
2009-12-02;04:00;29;min;;
2009-12-02;09:30;86;max;;
2009-12-02;17:10;-17;min;;
2009-12-02;23:40;63;max;;
2009-12-03;04:45;20;min;;
2009-12-03;10:35;73;max;;
2009-12-03;17:35;-20;min;;
2009-12-04;00:35;68;max;;
2009-12-04;05:20;30;min;;
2009-12-04;12:15;93;max;;
2009-12-04;18:45;27;min;;
2009-12-05;00:35;89;max;;
2009-12-05;06:50;31;min;;
2009-12-05;12:30;84;max;;
2009-12-05;20:00;2;min;;
2009-12-06;01:55;55;max;;
2009-12-06;06:30;18;min;;
2009-12-06;12:50;83;max;;
2009-12-06;20:20;-11;min;;
2009-12-07;03:20;61;max;;
2009-12-07;07:20;36;min;;
2009-12-07;12:40;72;max;;
2009-12-07;20:55;-9;min;;
2009-12-08;04:50;81;max;;
2009-12-08;09:35;54;min;;
2009-12-08;12:55;66;max;;
2009-12-08;21:55;1;min;;
2009-12-09;05:25;67;max;;
2009-12-09;12:50;3;min;;
2009-12-09;17:45;30;max;;
2009-12-09;22:40;1;min;;
2009-12-10;05:20;63;max;;
2009-12-10;12:35;-7;min;;
2009-12-10;18:55;31;max;;
2009-12-10;22:40;19;min;;
2009-12-11;06:30;67;max;;
2009-12-11;14:05;-7;min;;
2009-12-11;20:55;41;max;;
2009-12-12;00:45;24;min;;
2009-12-12;07:25;69;max;;
2009-12-12;14:45;-4;min;;
2009-12-12;21:35;62;max;;
2009-12-13;02:05;34;min;;
2009-12-13;07:50;80;max;;
2009-12-13;15:40;-3;min;;
2009-12-13;22:20;59;max;;
2009-12-14;02:40;34;min;;
2009-12-14;09:05;88;max;;
2009-12-14;16:20;-3;min;;
2009-12-14;22:35;60;max;;
2009-12-15;03:15;29;min;;
2009-12-15;09:50;100;max;;
2009-12-15;17:05;-5;min;;
2009-12-15;23:25;58;max;;
2009-12-16;03:25;40;min;;
2009-12-16;09:45;94;max;;
2009-12-16;17:40;-13;min;;
2009-12-17;01:00;71;max;;
2009-12-17;04:50;55;min;;
2009-12-17;10:35;100;max;;
2009-12-17;18:00;-9;min;;
2009-12-18;00:50;79;max;;
2009-12-18;05:25;43;min;;
2009-12-18;11:10;95;max;;
2009-12-18;18:25;-9;min;;
2009-12-19;01:10;76;max;;
2009-12-19;04:40;60;min;;
2009-12-19;10:45;114;max;;
2009-12-19;19:45;-10;min;;
2009-12-20;03:30;64;max;;
2009-12-20;04:55;63;min;;
2009-12-20;11:05;100;max;;
2009-12-20;19:40;-26;min;;
2009-12-21;04:05;85;max;;
2009-12-21;08:00;65;min;;
2009-12-21;11:05;81;max;;
2009-12-21;18:50;-17;min;;
2009-12-22;04:25;111;max;;
2009-12-22;18:45;-1;min;;
2009-12-23;05:05;144;max;;
2009-12-23;19:40;9;min;;
2009-12-24;04:55;133;max;;
2009-12-24;18:00;42;min;;
2009-12-25;03:55;145;max;;
2009-12-25;14:00;45;min;;
2009-12-26;02:20;92;max;;
2009-12-26;13:40;16;min;;
2009-12-26;21:00;78;max;;
2009-12-27;01:35;59;min;;
2009-12-27;06:40;81;max;;
2009-12-27;13:50;7;min;;
2009-12-27;20:35;75;max;;
2009-12-28;00:45;50;min;;
2009-12-28;07:35;97;max;;
2009-12-28;14:40;21;min;;
2009-12-28;21:05;80;max;;
2009-12-29;01:45;53;min;;
2009-12-29;07:55;93;max;;
2009-12-29;16:10;10;min;;
2009-12-29;22:25;77;max;;
2009-12-30;03:00;48;min;;
2009-12-30;09:45;113;max;;
2009-12-30;16:50;5;min;;
2009-12-30;23:25;93;max;;
2009-12-31;03:35;55;min;;
2009-12-31;10:00;120;max;;
2009-12-31;17:15;1;min;;
