Data;Ora solare;Valore;Tipo;;
2010-05-25;03:35;-8; min;;
2010-05-25;09:35;48; max;;
2010-05-25;14:15;14; min;;
2010-05-25;20:40;87; max;;
2010-05-26;04:20;-20; min;;
2010-05-26;10:30;51; max;;
2010-05-26;14:45;22; min;;
2010-05-26;21:20;92; max;;
2010-05-27;04:45;-27; min;;
2010-05-27;11:30;53; max;;
2010-05-27;15:15;29; min;;
2010-05-27;21:35;88; max;;
2010-05-28;05:05;-32; min;;
2010-05-28;12:35;59; max;;
2010-05-28;17:05;31; min;;
2010-05-28;22:05;79; max;;
2010-05-29;05:40;-31; min;;
2010-05-29;12:50;63; max;;
2010-05-29;17:50;24; min;;
2010-05-29;22:30;66; max;;
2010-05-30;06:05;-25; min;;
2010-05-30;13:40;65; max;;
2010-05-30;18:10;31; min;;
2010-05-30;23:25;77; max;;
2010-05-31;06:25;-11; min;;
2010-05-31;14:25;69; max;;
2010-05-31;18:20;43; min;;
2010-05-31;22:45;65; max;;
2010-06-01;06:10;-14; min;;
2010-06-01;14:30;65; max;;
2010-06-01;20:05;34; min;;
2010-06-02;00:25;56; max;;
2010-06-02;07:40;5; min;;
2010-06-02;15:35;76; max;;
2010-06-02;21:00;37; min;;
2010-06-03;01:55;63; max;;
2010-06-03;07:50;4; min;;
2010-06-03;15:40;64; max;;
2010-06-03;21:35;29; min;;
2010-06-04;01:40;43; max;;
2010-06-04;08:30;10; min;;
2010-06-04;16:45;66; max;;
2010-06-05;00:40;25; min;;
2010-06-05;03:25;27; max;;
2010-06-05;09:45;9; min;;
2010-06-05;17:30;59; max;;
2010-06-06;00:45;12; min;;
2010-06-06;05:45;32; max;;
2010-06-06;11:15;13; min;;
2010-06-06;18:40;67; max;;
2010-06-07;01:40;10; min;;
2010-06-07;06:40;39; max;;
2010-06-07;11:50;19; min;;
2010-06-07;19:25;73; max;;
2010-06-08;02:25;-1; min;;
2010-06-08;08:10;43; max;;
2010-06-08;12:20;18; min;;
2010-06-08;20:00;78; max;;
2010-06-09;03:15;-7; min;;
2010-06-09;09:45;50; max;;
2010-06-09;13:55;28; min;;
2010-06-09;20:25;83; max;;
2010-06-10;03:40;-17; min;;
2010-06-10;10:10;56; max;;
2010-06-10;14:30;30; min;;
2010-06-10;20:45;82; max;;
2010-06-11;04:20;-20; min;;
2010-06-11;11:00;66; max;;
2010-06-11;15:30;38; min;;
2010-06-11;21:35;89; max;;
2010-06-12;05:05;-24; min;;
2010-06-12;11:50;74; max;;
2010-06-12;16:20;41; min;;
2010-06-12;22:05;92; max;;
2010-06-13;05:50;-19; min;;
2010-06-13;12:00;76; max;;
2010-06-13;16:50;41; min;;
2010-06-13;22:30;91; max;;
2010-06-14;06:15;-16; min;;
2010-06-14;12:50;72; max;;
2010-06-14;17:40;39; min;;
2010-06-14;23:10;83; max;;
2010-06-15;07:00;-17; min;;
2010-06-15;13:40;69; max;;
2010-06-15;18:35;29; min;;
2010-06-16;00:20;77; max;;
2010-06-16;07:10;-2; min;;
2010-06-16;14:50;84; max;;
2010-06-16;20:25;33; min;;
2010-06-17;01:15;67; max;;
2010-06-17;08:00;-9; min;;
2010-06-17;15:05;76; max;;
2010-06-17;20:45;27; min;;
2010-06-18;01:20;50; max;;
2010-06-18;08:05;0; min;;
2010-06-18;16:05;81; max;;
2010-06-18;22:10;30; min;;
2010-06-19;03:20;45; max;;
2010-06-19;06:30;28; min;;
2010-06-19;16:55;88; max;;
2010-06-20;01:05;29; min;;
2010-06-20;06:30;57; max;;
2010-06-20;09:20;49; min;;
2010-06-20;17:35;96; max;;
2010-06-21;02:35;19; min;;
2010-06-21;08:55;61; max;;
2010-06-21;12:10;54; min;;
2010-06-21;18:00;95; max;;
2010-06-22;02:45;-2; min;;
2010-06-22;09:10;54; max;;
2010-06-22;13:00;41; min;;
2010-06-22;19:00;80; max;;
2010-06-23;03:10;-7; min;;
2010-06-23;10:05;58; max;;
2010-06-23;14:25;34; min;;
2010-06-23;20:20;77; max;;
2010-06-24;03:40;-15; min;;
2010-06-24;10:35;68; max;;
2010-06-24;15:35;32; min;;
2010-06-24;20:50;71; max;;
2010-06-25;04:15;-19; min;;
2010-06-25;11:00;66; max;;
2010-06-25;15:55;24; min;;
2010-06-25;21:30;73; max;;
2010-06-26;04:30;-14; min;;
2010-06-26;11:15;63; max;;
2010-06-26;16:30;22; min;;
2010-06-26;22:15;75; max;;
2010-06-27;05:20;-18; min;;
2010-06-27;11:55;54; max;;
2010-06-27;17:00;23; min;;
2010-06-27;22:50;75; max;;
2010-06-28;05:55;-25; min;;
2010-06-28;12:45;59; max;;
2010-06-28;17:45;22; min;;
2010-06-28;23:00;71; max;;
2010-06-29;06:15;-28; min;;
2010-06-29;13:25;58; max;;
2010-06-29;18:30;22; min;;
2010-06-29;23:40;60; max;;
2010-06-30;06:35;-26; min;;
2010-06-30;13:35;59; max;;
2010-06-30;19:00;23; min;;
2010-07-01;00:10;53;max;;
2010-07-01;06:45;-19; min;;
2010-07-01;14:35;61; max;;
2010-07-01;20:15;17; min;;
2010-07-02;00:45;45; max;;
2010-07-02;07:00;-13; min;;
2010-07-02;14:45;60; max;;
2010-07-02;20:35;17; min;;
2010-07-03;01:15;38; max;;
2010-07-03;07:30;-5; min;;
2010-07-03;15:25;60; max;;
2010-07-03;21:40;21; min;;
2010-07-04;02:10;31; max;;
2010-07-04;07:50;5; min;;
2010-07-04;16:55;62; max;;
2010-07-05;00:55;9; min;;
2010-07-05;05:05;23; max;;
2010-07-05;09:30;14; min;;
2010-07-05;17:10;66; max;;
2010-07-06;00:45;4; min;;
2010-07-06;07:00;26; max;;
2010-07-06;09:40;19; min;;
2010-07-06;17:10;72; max;;
2010-07-07;02:15;-8; min;;
2010-07-07;08:20;39; max;;
2010-07-07;11:15;35; min;;
2010-07-07;18:35;72; max;;
2010-07-08;02:40;-15; min;;
2010-07-08;09:40;48; max;;
2010-07-08;14:05;26; min;;
2010-07-08;19:45;63; max;;
2010-07-09;03:15;-30; min;;
2010-07-09;09:50;53; max;;
2010-07-09;14:50;22; min;;
2010-07-09;20:35;64; max;;
2010-07-10;03:55;-30; min;;
2010-07-10;10:35;57; max;;
2010-07-10;15:55;13; min;;
2010-07-10;21:25;69; max;;
2010-07-11;04:35;-33; min;;
2010-07-11;11:30;59; max;;
2010-07-11;16:30;14; min;;
2010-07-11;22:20;73; max;;
2010-07-12;05:25;-36; min;;
2010-07-12;12:05;59; max;;
2010-07-12;17:00;11; min;;
2010-07-12;22:40;74; max;;
2010-07-13;06:00;-34; min;;
2010-07-13;12:25;63; max;;
2010-07-13;18:00;13; min;;
2010-07-13;23:30;71; max;;
2010-07-14;06:30;-35; min;;
2010-07-14;13:20;65; max;;
2010-07-14;18:35;11; min;;
2010-07-15;00:10;63; max;;
2010-07-15;07:10;-29; min;;
2010-07-15;14:00;71; max;;
2010-07-15;19:40;11; min;;
2010-07-16;00:40;52; max;;
2010-07-16;07:25;-20; min;;
2010-07-16;14:25;71; max;;
2010-07-16;20:30;12; min;;
2010-07-17;01:10;41; max;;
2010-07-17;07:20;-1; min;;
2010-07-17;15:10;74; max;;
2010-07-17;21:35;14; min;;
2010-07-18;02:55;37; max;;
2010-07-18;06:35;-1; min;;
2010-07-18;15:45;68; max;;
2010-07-18;21:55;8; min;;
2010-07-19;03:45;35; max;;
2010-07-19;06:50;27; min;;
2010-07-19;15:40;60; max;;
2010-07-20;03:10;10; min;;
2010-07-20;09:20;43; max;;
2010-07-20;12:30;37; min;;
2010-07-20;18:10;62; max;;
2010-07-21;02:45;-5; min;;
2010-07-21;08:40;50; max;;
2010-07-21;13:25;29; min;;
2010-07-21;19:20;71; max;;
2010-07-22;03:10;-13; min;;
2010-07-22;09:55;52; max;;
2010-07-22;14:00;27; min;;
2010-07-22;20:05;69; max;;
2010-07-23;03:25;-17; min;;
2010-07-23;10:00;57; max;;
2010-07-23;14:55;30; min;;
2010-07-23;21:00;78; max;;
2010-07-24;04:30;-16; min;;
2010-07-24;10:45;53; max;;
2010-07-24;15:55;17; min;;
2010-07-24;21:50;68; max;;
2010-07-25;04:50;-28; min;;
2010-07-25;11:40;60; max;;
2010-07-25;16:55;23; min;;
2010-07-25;22:25;72; max;;
2010-07-26;05:00;-26; min;;
2010-07-26;11:55;67; max;;
2010-07-26;17:10;15; min;;
2010-07-26;22:50;69; max;;
2010-07-27;05:20;-16; min;;
2010-07-27;12:10;74; max;;
2010-07-27;18:05;11; min;;
2010-07-27;23:20;64; max;;
2010-07-28;05:45;-18; min;;
2010-07-28;12:35;69; max;;
2010-07-28;18:10;14; min;;
2010-07-28;23:45;70; max;;
2010-07-29;06:05;-8; min;;
2010-07-29;13:15;75; max;;
2010-07-29;18:25;25; min;;
2010-07-30;00:20;75; max;;
2010-07-30;06:55;-11; min;;
2010-07-30;14:20;61; max;;
2010-07-30;19:20;33; min;;
2010-07-30;23:35;64; max;;
2010-07-31;07:05;-14; min;;
2010-07-31;14:40;76; max;;
2010-07-31;20:30;20; min;;
2010-08-01;00:30;44; max;;
2010-08-01;06:35;-13; min;;
2010-08-01;14:25;70; max;;
2010-08-01;21:10;7; min;;
2010-08-02;01:20;26; max;;
